# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Solo mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Symbol	Coordinate	PeakNumber	adjRPscore	RPscore	Rank_by_RPscore
Gstm6	chr3:107938847-107943749	0	0.0	0.0	4473
Gstm7	chr3:107926333-107931614	0	0.0	0.0	4473
4933401B06Rik	chrX:107542581-107543800	0	0.0	0.0	4473
Hist2h4	chr3:96262933-96263317	3	0.666	-0.072	6153
Gen1	chr12:11240925-11265787	0	0.0	-0.269	6741
Dnmt3aos	chr12:3859292-3862244	0	0.0	0.0	4473
Acmsd	chr1:127729412-127767564	0	0.0	0.0	4473
H1f0	chr15:79028211-79030500	0	0.0	0.0	4473
Cplane1	chr15:8169105-8271158	0	0.0	0.0	4473
St6galnac6	chr2:32606984-32620809	1	0.679	0.218	2117
St6galnac5	chr3:152820709-152982207	0	0.0	0.0	4473
St6galnac4	chr2:32587077-32599696	1	0.599	0.192	2373
St6galnac3	chr3:153202508-153725133	2	0.987	0.317	851
St6galnac2	chr11:116676704-116694660	1	0.009	0.003	3626
St6galnac1	chr11:116765024-116775507	0	0.0	0.0	4473
Pde2a	chr7:101421690-101512829	0	0.0	0.0	4473
Bmx	chrX:164192841-164258193	0	0.0	0.0	4473
Tlcd2	chr11:75468049-75470899	2	0.004	0.001	3734
Tlcd1	chr11:78178129-78180819	3	1.147	0.368	720
H1fx	chr6:87980420-87981482	0	0.0	0.0	4473
Synpo2	chr3:123076518-123236149	0	0.0	0.0	4473
Rsph6a	chr7:19054686-19074447	0	0.0	0.0	4473
Rspo3	chr10:29453106-29535867	0	0.0	0.0	4473
Mir191	chr9:108568318-108568392	1	0.694	0.22	2086
Mir192	chr19:6264843-6264932	2	0.0	0.0	4076
Rspo4	chr2:151842926-151874668	0	0.0	0.0	4473
Gnpda2	chr5:69575000-69592304	0	0.0	0.0	4473
Gnpda1	chr18:38327536-38338993	4	1.62	0.52	244
Gm16523	chr2:39157485-39162235	0	0.0	0.0	4473
Mirc35hg	chr6:30158640-30174125	0	0.0	0.0	4473
Akr1b8	chr6:34354145-34368461	0	0.0	0.0	4473
Akr1b3	chr6:34303929-34317489	1	0.998	0.32	829
4933421I07Rik	chr7:42445461-42448080	0	0.0	0.0	4473
Akr1b7	chr6:34412361-34423137	0	0.0	0.0	4473
Thumpd1	chr7:119715093-119723619	0	0.0	-0.052	6054
Thumpd3	chr6:113046301-113068278	1	0.601	-0.176	6553
Thumpd2	chr17:81026326-81065085	0	0.0	0.0	4473
Mir19a	chr14:115043999-115044081	0	0.0	0.0	4473
Bmpr1b	chr3:141837135-142169425	0	0.0	0.0	4473
Nadk2	chr15:9071259-9110496	0	0.0	0.0	4473
Serp2	chr14:76532811-76556687	0	0.0	0.0	4473
Serp1	chr3:58521970-58525884	0	0.0	-0.317	7030
Rergl	chr6:139493181-139501909	0	0.0	0.0	4473
1600002D24Rik	chr16:95841885-95929077	0	0.0	0.0	4473
Utp6	chr11:79933955-79962387	0	0.0	0.0	4473
Wars2	chr3:99141089-99220203	0	0.0	-0.329	7134
A930013F10Rik	chr8:22634383-22636809	0	0.0	0.0	4473
Rian	chr12:109603944-109661711	0	0.0	0.0	4473
Tfec	chr6:16833380-16898441	0	0.0	0.0	4473
Tfeb	chr17:47737036-47792416	0	0.0	0.0	4473
Olfr406	chr11:74269390-74270362	0	0.0	0.0	4473
Olfr401	chr11:74121290-74122238	0	0.0	0.0	4473
Olfr402	chr11:74155155-74156103	0	0.0	0.0	4473
Olfr403	chr11:74195504-74196446	0	0.0	0.0	4473
Col22a1	chr15:71798475-72034227	0	0.0	0.0	4473
Trappc11	chr8:47490127-47533470	1	0.782	0.251	1653
Trappc10	chr10:78185422-78244645	0	0.0	0.0	4473
Trappc13	chr13:104142152-104178466	0	0.0	-0.211	6622
Trappc12	chr12:28690627-28750394	0	0.0	0.0	4473
4933436H12Rik	chr7:68417423-68426133	0	0.0	0.0	4473
Tubb6	chr18:67390730-67402749	0	0.0	0.0	4473
Vipas39	chr12:87238874-87266286	1	0.999	0.321	825
Tubb5	chr17:35833919-35838301	0	0.0	0.0	4473
Tubb3	chr8:123411552-123422015	0	0.0	0.0	4473
Tubb1	chr2:174450594-174458380	2	0.0	0.0	4169
Tfe3	chrX:7762660-7775202	1	0.806	0.259	1539
1700113B09Rik	chr10:71201744-71204488	0	0.0	0.0	4473
4930429F24Rik	chr9:79793640-79803235	1	0.597	-0.136	6453
Gm14317	chr2:164550529-164559730	0	0.0	0.0	4473
Ngdn	chr14:55015453-55024137	0	0.0	-0.274	6777
Gng7	chr10:80948623-81001365	1	0.0	0.0	4304
Gng4	chr13:13784306-13827895	0	0.0	0.0	4473
Gng5	chr3:146499835-146505543	1	0.323	0.104	2875
Gng2	chr14:19872558-19977249	8	1.36	0.436	535
Gng3	chr19:8836928-8839246	0	0.0	0.0	4473
Gng8	chr7:16891785-16895435	0	0.0	0.0	4473
Vps26a	chr10:62454842-62486598	0	0.0	0.0	4473
Vps26c	chr16:94497723-94526629	0	0.0	-0.27	6749
Vps26b	chr9:27004501-27030094	0	0.0	0.0	4473
Gpd1	chr15:99717586-99725014	0	0.0	0.0	4473
Gpd2	chr2:57237677-57370719	0	0.0	-0.0	4696
Gm7903	chrX:135373283-135383393	0	0.0	0.0	4473
Gm7904	chr9:21607083-21608329	1	0.246	0.078	2983
Man1b1	chr2:25332742-25352213	1	0.813	-0.098	6289
Nr1i2	chr16:38248348-38294824	0	0.0	0.0	4473
Srek1	chr13:103741612-103774608	0	0.0	-0.314	7002
Enpep	chr3:129269176-129332749	0	0.0	0.0	4473
Mvk	chr5:114444268-114460590	1	0.787	0.253	1635
Ppp1r14d	chr2:119218118-119229865	0	0.0	0.0	4473
Ppp1r14b	chr19:6975047-6977324	1	0.043	0.014	3373
Ppp1r14c	chr10:3366149-3464975	0	0.0	0.0	4473
Ppp1r14a	chr7:29289319-29293390	0	0.0	0.0	4473
Drosha	chr15:12824814-12935291	1	0.723	0.232	1934
Sprr2j-ps	chr3:92418086-92419396	0	0.0	0.0	4473
Snora36b	chr1:185242925-185243038	0	0.0	0.0	4473
Prkar1a	chr11:109651341-109669663	3	1.645	0.528	213
Prkar1b	chr5:139017303-139130477	0	0.0	0.0	4473
4833422C13Rik	chr13:91701664-91741872	0	0.0	0.0	4473
Zfp787	chr7:6131488-6155971	1	0.687	0.221	2085
B230323A14Rik	chr9:69761145-69830199	0	0.0	0.0	4473
Naprt	chr15:75890963-75894481	0	0.0	-0.0	4522
Gm1993	chrX:25548500-25570449	0	0.0	0.0	4473
Ctns	chr11:73183595-73199042	0	0.0	0.0	4473
Gm1995	chr12:87861349-87865690	0	0.0	0.0	4473
Olfr1532-ps1	chr7:106908124-106915123	0	0.0	0.0	4473
Prpf39	chr12:65036333-65063386	0	0.0	-0.305	6937
Wdtc1	chr4:133292465-133339315	0	0.0	0.0	4473
Prpf31	chr7:3629984-3642484	2	0.652	0.209	2216
Topaz1	chr9:122747345-122802074	0	0.0	0.0	4473
Htr3b	chr9:48935007-48964990	0	0.0	0.0	4473
Htr3a	chr9:48899212-48911099	0	0.0	0.0	4473
Hmgb3	chrX:71555916-71560673	0	0.0	0.0	4473
Hmgb2	chr8:57511842-57515999	1	0.703	0.226	2025
Hmgb1	chr5:149046701-149053057	1	0.915	0.294	1017
Sparcl1	chr5:104079108-104114088	0	0.0	0.0	4473
Tmem254b	chr14:26203365-26206530	1	0.823	0.264	1439
Fyco1	chr9:123789499-123851661	5	1.524	0.489	364
Syt12	chr19:4445907-4477143	0	0.0	0.0	4473
Adamts10	chr17:33524084-33553782	1	0.758	0.243	1760
Adamts13	chr2:26973415-27009625	1	0.001	-0.0	5107
Slc5a3	chr16:92058321-92087473	1	0.429	0.138	2732
Syt16	chr12:73997776-74267916	0	0.0	0.0	4473
Adamts14	chr10:61197111-61273419	0	0.0	0.0	4473
Adamts17	chr7:66839734-67152625	0	0.0	0.0	4473
Adamts16	chr13:70727807-70841811	0	0.0	0.0	4473
Slc5a8	chr10:88885991-88929515	0	0.0	0.0	4473
Slc5a9	chr4:111875376-111902796	0	0.0	0.0	4473
Clec10a	chr11:70166622-70170836	0	0.0	0.0	4473
Dctd	chr8:48099091-48141667	0	0.0	0.0	4473
Grasp	chr15:101224206-101232756	0	0.0	0.0	4473
Sp110	chr1:85576898-85598810	0	0.0	0.0	4473
Gm28626	chr1:86303062-86304060	0	0.0	0.0	4473
Cts8-ps	chr13:61281379-61288850	0	0.0	0.0	4473
Clec2i	chr6:128887586-128898167	0	0.0	0.0	4473
Clec2h	chr6:128662384-128677374	0	0.0	0.0	4473
Clec2l	chr6:38663068-38680865	0	0.0	0.0	4473
Cd33	chr7:43527455-43533171	0	0.0	0.0	4473
Clec2e	chr6:129091815-129100903	0	0.0	0.0	4473
Clec2d	chr6:129180614-129186535	3	1.063	0.341	771
Cd36	chr5:17781689-17888959	0	0.0	0.0	4473
Cd37	chr7:45233631-45239115	2	1.4	0.449	490
Cited2	chr10:17723227-17725674	0	0.0	0.0	4473
Cited1	chrX:102247377-102250776	0	0.0	0.0	4473
Mta1	chr12:113098277-113137206	0	0.0	0.0	4473
Mta2	chr19:8941919-8952300	2	0.755	0.242	1773
Cited4	chr4:120666562-120667820	0	0.0	0.0	4473
Gm9949	chr18:62180099-62184401	0	0.0	0.0	4473
Nceh1	chr3:27183003-27244911	0	0.0	-0.344	7275
Tro	chrX:150644709-150657436	0	0.0	0.0	4473
Fam166a	chr2:25218744-25222281	0	0.0	-0.004	5630
Fam166b	chr4:43427019-43429134	0	0.0	-0.0	4607
Trf	chr9:103208875-103230286	0	0.0	0.0	4473
4930471M09Rik	chr6:91430459-91440854	0	0.0	-0.37	7529
Atxn7	chr14:14012490-14107301	0	0.0	0.0	4473
Atxn2	chr5:121711608-121814950	0	0.0	0.0	4473
Atxn3	chr12:101932923-101958243	1	0.817	0.262	1480
Zfp296	chr7:19577286-19580656	0	0.0	0.0	4473
Slc6a3	chr13:73536746-73578672	0	0.0	0.0	4473
Slc6a2	chr8:92961046-93001667	0	0.0	0.0	4473
Slc6a1	chr6:114282634-114317525	0	0.0	0.0	4473
Vmn1r19	chr6:57404463-57405390	0	0.0	0.0	4473
Slc6a7	chr18:60995379-61014199	0	0.0	0.0	4473
Slc6a6	chr6:91684066-91759063	0	0.0	0.0	4473
Slc6a5	chr7:49910298-49959493	0	0.0	0.0	4473
Slc6a4	chr11:76998596-77032343	0	0.0	0.0	4473
Vmn1r12	chr6:57158919-57159843	0	0.0	0.0	4473
Vmn1r13	chr6:57209857-57210760	0	0.0	0.0	4473
Vmn1r10	chr6:57113424-57114360	0	0.0	0.0	4473
Slc6a8	chrX:73673132-73682500	0	0.0	0.0	4473
Vmn1r16	chr6:57322723-57323635	0	0.0	0.0	4473
Vmn1r17	chr6:57360466-57361378	0	0.0	0.0	4473
Vmn1r14	chr6:57233438-57234350	0	0.0	0.0	4473
Vmn1r15	chr6:57258148-57259048	0	0.0	0.0	4473
1700022H01Rik	chr10:61674526-61680290	1	0.669	0.215	2150
Mtap	chr4:89137369-89181090	0	0.0	0.0	4473
Cd3e	chr9:44998742-45009611	2	1.041	0.334	789
Pfpl	chr19:12427904-12432110	0	0.0	0.0	4473
Cd3g	chr9:44969571-44980431	2	0.71	0.228	1994
1700001C02Rik	chr5:30466076-30484087	0	0.0	0.0	4473
3830408C21Rik	chr13:107022569-107033518	0	0.0	0.0	4473
Lctl	chr9:64117146-64138118	0	0.0	0.0	4473
Hax1	chr3:89995445-89998103	2	1.662	0.533	201
Vmn2r100	chr17:19504810-19532060	0	0.0	0.0	4473
Vmn2r101	chr17:19577230-19612317	0	0.0	0.0	4473
Vmn2r102	chr17:19660398-19694748	0	0.0	0.0	4473
Vmn2r103	chr17:19773362-19812536	0	0.0	0.0	4473
Vmn2r104	chr17:20029424-20048205	0	0.0	0.0	4473
Vmn2r105	chr17:20208229-20234872	0	0.0	0.0	4473
Vmn2r106	chr17:20267546-20285430	0	0.0	0.0	4473
Vmn2r107	chr17:20345424-20375772	0	0.0	0.0	4473
Vmn2r108	chr17:20462372-20481236	0	0.0	0.0	4473
Vmn2r109	chr17:20540516-20564756	0	0.0	0.0	4473
Gm6654	chr6:146647176-146647802	1	0.031	-0.0	5008
Bhlhe40	chr6:108660628-108666925	10	2.12	0.68	47
Krtap9-1	chr11:99873388-99874000	0	0.0	0.0	4473
Krtap9-3	chr11:99597347-99598106	0	0.0	0.0	4473
Krtap9-5	chr11:99948474-99949551	0	0.0	0.0	4473
Tmsb15a	chrX:135718666-135720673	0	0.0	0.0	4473
Tmsb15l	chrX:136954987-136976874	0	0.0	0.0	4473
Gm8720	chr7:21843343-21844267	0	0.0	0.0	4473
Fezf1	chr6:23245046-23248264	0	0.0	0.0	4473
Fezf2	chr14:12341891-12345865	0	0.0	0.0	4473
C430049B03Rik	chrX:53053111-53057190	0	0.0	0.0	4473
Mir103-1	chr11:35782395-35782481	0	0.0	-0.0	4739
Lef1	chr3:131112790-131224357	1	0.976	0.313	879
Mir103-2	chr2:131288051-131288137	0	0.0	0.0	4473
LOC100504039	chrX:53686526-53691325	0	0.0	0.0	4473
Cntnap5a	chr1:115685136-116580674	0	0.0	0.0	4473
Cntnap5c	chr17:57769569-58410342	0	0.0	0.0	4473
Cntnap5b	chr1:99772764-100485942	0	0.0	0.0	4473
Sap30l	chr11:57801636-57810615	0	0.0	0.0	4473
Hp1bp3	chr4:138217126-138244682	5	1.079	0.346	760
C920021L13Rik	chr3:95871521-95889093	0	0.0	-0.001	5351
4930428O21Rik	chr5:107698211-107703480	1	0.842	0.27	1340
5830411N06Rik	chr7:140247300-140297641	0	0.0	0.0	4473
Irx5	chr8:92357795-92361456	0	0.0	0.0	4473
Irx4	chr13:73260496-73269620	0	0.0	0.0	4473
Ap1b1	chr11:4986823-5042794	0	0.0	0.0	4473
Irx6	chr8:92674288-92680956	0	0.0	0.0	4473
Irx1	chr13:71958231-71963723	0	0.0	0.0	4473
Irx3	chr8:91798510-91801654	0	0.0	0.0	4473
Irx2	chr13:72628796-72634196	0	0.0	0.0	4473
Azgp1	chr5:137981520-137990232	0	0.0	0.0	4473
Gnrhr	chr5:86184557-86197901	0	0.0	0.0	4473
Galnt9	chr5:110544354-110621383	0	0.0	0.0	4473
Galnt4	chr10:99108134-99113247	0	0.0	0.0	4473
Galnt5	chr2:57998154-58039171	0	0.0	0.0	4473
Galnt6	chr15:100689914-100729376	1	0.55	0.176	2504
Galnt7	chr8:57523824-57653055	0	0.0	0.0	4473
Galnt1	chr18:24205993-24286816	0	0.0	0.0	4473
Galnt2	chr8:124231393-124345723	2	0.001	0.0	3947
Galnt3	chr2:66082765-66124793	0	0.0	0.0	4473
Xpot	chr10:121587379-121626332	1	0.674	-0.067	6126
Ncbp2	chr16:31948545-31958472	0	0.0	-0.368	7499
Ncbp3	chr11:73047866-73083579	1	0.661	-0.153	6503
4932415M13Rik	chr17:53716508-53733843	0	0.0	0.0	4473
A930016O22Rik	chr7:19417465-19421417	0	0.0	0.0	4473
Gnrh1	chr14:67745180-67749436	0	0.0	0.0	4473
Xpo1	chr11:23256040-23297597	0	0.0	0.0	4473
Xpo5	chr17:46202854-46242299	2	1.573	0.505	297
Xpo4	chr14:57582270-57664956	1	0.874	0.281	1166
Xpo7	chr14:70662125-70766628	3	0.772	0.248	1706
Xpo6	chr7:126101718-126200501	0	0.0	-0.3	6904
Dohh	chr10:81384427-81388352	3	0.221	-0.068	6133
4933405O20Rik	chr7:50599189-50600528	0	0.0	0.0	4473
Cetn2	chrX:72913564-72918344	0	0.0	0.0	4473
Hist2h2aa1	chr3:96245496-96246052	3	1.016	0.326	805
Mnat1	chr12:73123716-73273988	0	0.0	-0.0	5081
Prdm16	chr4:154316124-154636873	0	0.0	0.0	4473
Prdm14	chr1:13113427-13127163	0	0.0	0.0	4473
Prdm15	chr16:97791466-97851227	0	0.0	0.0	4473
Prdm12	chr2:31640036-31655795	0	0.0	0.0	4473
Prdm13	chr4:21677479-21685963	0	0.0	0.0	4473
Prdm10	chr9:31315106-31378543	0	0.0	0.0	4473
Prdm11	chr2:92974905-93046144	0	0.0	0.0	4473
Mir3068	chr12:87437678-87437757	2	0.032	0.01	3421
Mir3069	chr12:105031076-105031141	3	0.865	0.278	1208
Mir3060	chr11:4139363-4139446	0	0.0	0.0	4473
Mir3061	chr11:52126745-52126836	0	0.0	0.0	4473
Mir3062	chr11:68990573-68990678	0	0.0	0.0	4473
Mir3063	chr11:95963291-95963383	0	0.0	0.0	4473
Mir3064	chr11:106782692-106782759	1	0.015	-0.035	5992
Boll	chr1:55300068-55362707	0	0.0	0.0	4473
Mir3066	chr12:17355391-17355474	0	0.0	-0.003	5608
Mir3067	chr12:81166150-81166234	0	0.0	0.0	4473
Sept9	chr11:117332312-117362325	14	2.499	0.802	11
Sept8	chr11:53519735-53544096	0	0.0	0.0	4473
Git2	chr5:114727407-114773491	1	0.456	0.147	2677
Sept5	chr16:18621810-18629938	0	0.0	0.0	4473
Sept4	chr11:87581060-87590539	1	0.0	0.0	4116
Sept7	chr9:25251990-25308571	2	1.65	0.528	215
Sept6	chrX:36913443-36989695	3	0.024	0.008	3462
Sept1	chr7:127214441-127218445	1	0.0	0.0	4139
Cyth4	chr15:78597046-78622019	4	0.54	0.173	2526
Sept3	chr15:82275254-82294574	0	0.0	0.0	4473
Sept2	chr1:93478992-93509732	0	0.0	-0.323	7079
Akap17b	chrX:36608182-36645414	0	0.0	0.0	4473
A830082K12Rik	chr13:78198016-78236564	0	0.0	0.0	4473
Tacc1	chr8:25154551-25201542	0	0.0	0.0	4473
Tacc2	chr7:130577483-130764782	0	0.0	0.0	4473
Tacc3	chr5:33658127-33672202	1	0.011	-0.008	5780
Gm10272	chr10:77706586-77706986	0	0.0	0.0	4473
Klrb1-ps1	chr6:129116517-129129446	0	0.0	0.0	4473
Cabcoco1	chr10:68430955-68541875	1	0.747	0.24	1811
Trim80	chr11:115440544-115448268	0	0.0	0.0	4473
Scgn	chr13:23953456-23991214	0	0.0	0.0	4473
9530002B09Rik	chr4:122689258-122705135	0	0.0	0.0	4473
1700030N03Rik	chr19:3153798-3197703	0	0.0	0.0	4473
Scg5	chr2:113776312-113829091	0	0.0	0.0	4473
Scg3	chr9:75643365-75684056	0	0.0	0.0	4473
Rnft2	chr5:118190735-118244861	0	0.0	-0.304	6930
Rnft1	chr11:86484656-86499007	1	0.665	0.016	3338
Tubgcp2	chr7:139995954-140036350	2	1.656	0.532	206
Tubgcp3	chr8:12614276-12672100	0	0.0	-0.016	5886
Tubgcp4	chr2:121171167-121198770	2	1.275	0.409	626
Tubgcp5	chr7:55794124-55831459	0	0.0	-0.002	5565
Tubgcp6	chr15:89099097-89123150	1	0.832	0.253	1631
Sox1ot	chr8:12385770-12436732	0	0.0	0.0	4473
4931440J10Rik	chr14:62760500-62830126	1	0.73	0.234	1910
Snord116l2	chr7:59695745-59695835	0	0.0	0.0	4473
Dnajc16	chr4:141761997-141790644	1	0.157	0.05	3098
Olfr1499	chr19:13814643-13815588	0	0.0	0.0	4473
Olfr1491	chr19:13704828-13705788	0	0.0	0.0	4473
Olfr1490	chr19:13654445-13655396	0	0.0	0.0	4473
Tns1	chr1:73910230-74124449	0	0.0	0.0	4473
Olfr1495	chr19:13768343-13769303	0	0.0	0.0	4473
Olfr1494	chr19:13749107-13750055	0	0.0	0.0	4473
Olfr1497	chr19:13794664-13795609	0	0.0	0.0	4473
Olfr1496	chr19:13780547-13781614	0	0.0	0.0	4473
4930597A21Rik	chr11:44586316-44591229	0	0.0	0.0	4473
Vwa5a	chr9:38718267-38743337	0	0.0	0.0	4473
Mir133b	chr1:20682768-20682887	0	0.0	0.0	4473
Mir133c	chr2:29475214-29475294	0	0.0	0.0	4473
Inafm1	chr7:16272012-16273692	1	0.0	0.0	4279
Inafm2	chr2:118745757-118748810	0	0.0	0.0	4473
Klrb1	chr6:128706507-128723046	0	0.0	0.0	4473
Gfi1	chr5:107716654-107725805	5	2.496	0.801	13
Naxe	chr3:88056522-88058495	0	0.0	0.0	4473
Naxd	chr8:11497505-11513286	0	0.0	-0.333	7169
Hs3st3b1	chr11:63884692-63922284	0	0.0	0.0	4473
Icam5	chr9:21032037-21039036	0	0.0	0.0	4473
Vps8	chr16:21423117-21644681	0	0.0	-0.0	5253
R3hcc1	chr14:69697303-69714809	0	0.0	0.0	4473
Icam2	chr11:106377655-106382781	0	0.0	0.0	4473
Icam1	chr9:21015939-21028814	2	0.0	0.0	4204
Lnpk	chr2:74514836-74578948	0	0.0	0.0	4473
Tpm4	chr8:72135287-72153142	0	0.0	0.0	4473
Tpm3	chr3:90079520-90100902	2	0.656	0.211	2200
Tpm2	chr4:43513725-43523554	0	0.0	0.0	4473
Tpm1	chr9:67022592-67049213	0	0.0	0.0	4473
E4f1	chr17:24443777-24455392	1	0.38	-0.2	6601
Efemp1	chr11:28853204-28926743	0	0.0	0.0	4473
Brs3	chrX:57043073-57048758	1	0.001	0.0	3969
Gm15350	chr8:12828337-12831919	0	0.0	0.0	4473
Zfp663	chr2:165351296-165362119	0	0.0	0.0	4473
Zfp660	chr9:122903245-122912045	0	0.0	0.0	4473
Zfp661	chr2:127575532-127584677	0	0.0	0.0	4473
Zfp667	chr7:6286579-6307883	2	1.607	0.516	261
Zfp664	chr5:124862704-124888630	0	0.0	0.0	4473
Gm13212	chr4:145585199-145625343	0	0.0	0.0	4473
Zfp668	chr7:127861024-127876836	1	0.744	0.239	1832
Plch2	chr4:154983114-155010984	0	0.0	0.0	4473
Plch1	chr3:63696233-63850991	0	0.0	0.0	4473
Zbtb8os	chr4:129336025-129347029	1	0.882	0.283	1131
Tyrp1	chr4:80834212-80851736	0	0.0	0.0	4473
C130021I20Rik	chr2:33641192-33645663	0	0.0	0.0	4473
Tpmt	chr13:47023542-47043217	0	0.0	0.0	4473
Lnp1	chr16:56914099-56927939	0	0.0	0.0	4473
Olfr65	chr7:103906341-103907447	0	0.0	0.0	4473
Olfr64	chr7:103892809-103894471	0	0.0	0.0	4473
Olfr67	chr7:103787211-103791830	0	0.0	0.0	4473
Olfr66	chr7:103881305-103882241	0	0.0	0.0	4473
Olfr61	chr7:140637702-140638638	0	0.0	0.0	4473
Olfr60	chr7:140345051-140345987	0	0.0	0.0	4473
Olfr63	chr17:33268725-33269676	0	0.0	0.0	4473
Olfr62	chr4:118665518-118666466	0	0.0	0.0	4473
Acly	chr11:100476351-100528000	0	0.0	0.0	4473
Olfr69	chr7:103767276-103771594	1	0.002	0.001	3877
Olfr68	chr7:103777395-103778343	0	0.0	0.0	4473
Pou2f2	chr7:25091114-25132460	3	0.849	0.273	1297
Pou2f3	chr9:43123938-43205755	0	0.0	0.0	4473
Nkx1-1	chr5:33430733-33434090	0	0.0	0.0	4473
AU021063	chr15:101221246-101222155	0	0.0	0.0	4473
Nkx1-2	chr7:132596238-132599637	0	0.0	0.0	4473
Pou2f1	chr1:165865153-166002634	1	0.485	0.156	2636
Dcdc2a	chr13:25056003-25121521	0	0.0	0.0	4473
Dcdc2b	chr4:129608330-129614257	0	0.0	-0.0	4761
Dcdc2c	chr12:28437794-28548337	0	0.0	0.0	4473
Unc45a	chr7:80325291-80340219	0	0.0	0.0	4473
Unc45b	chr11:82911252-82943406	0	0.0	-0.0	5113
Polr2e	chr10:80035952-80039659	1	0.01	0.003	3609
Polr2d	chr18:31789124-31796711	0	0.0	0.0	4473
Polr2g	chr19:8793128-8798557	0	0.0	0.0	4473
Polr2f	chr15:79141324-79151774	0	0.0	0.0	4473
Polr2a	chr11:69733998-69758633	0	0.0	-0.351	7346
Polr2c	chr8:94857449-94864240	0	0.0	0.0	4473
Polr2b	chr5:77310483-77349328	1	0.579	0.185	2444
Polr2m	chr9:71478436-71485983	1	0.758	0.242	1770
Polr2l	chr7:141471859-141475153	0	0.0	0.0	4473
Polr2i	chr7:30232073-30233387	0	0.0	0.0	4473
Polr2h	chr16:20718176-20722265	1	0.868	0.279	1193
Polr2k	chr15:36174009-36177012	0	0.0	-0.013	5860
Polr2j	chr5:136116690-136122947	1	0.836	-0.104	6318
Hibch	chr1:52845037-52920986	0	0.0	-0.008	5784
1700092E19Rik	chr13:26283158-26312406	0	0.0	0.0	4473
Afm	chr5:90518948-90553544	0	0.0	0.0	4473
Adgre5	chr8:83723250-83741311	0	0.0	0.0	4473
Adgre4	chr17:55749983-55853662	0	0.0	0.0	4473
Adgre1	chr17:57358685-57483529	0	0.0	0.0	4473
Perp	chr10:18845070-18857072	0	0.0	0.0	4473
Abra	chr15:41865292-41869720	0	0.0	0.0	4473
Afp	chr5:90490713-90508907	0	0.0	0.0	4473
Fbxo45	chr16:32230111-32247025	0	0.0	-0.319	7045
Fbxo44	chr4:148152798-148158823	1	0.007	0.002	3659
Fbxo47	chr11:97854306-97884154	0	0.0	0.0	4473
Fbxo46	chr7:19119858-19138261	0	0.0	-0.0	5048
Fbxo41	chr6:85469575-85502994	0	0.0	0.0	4473
Fbxo40	chr16:36963460-36990467	1	0.037	0.012	3391
F630028O10Rik	chrX:96239925-96243642	0	0.0	0.0	4473
Fbxo42	chr4:141147921-141204062	1	0.002	-0.001	5396
Fbxo48	chr11:16951409-16954772	1	0.023	0.007	3473
Svopl	chr6:37983738-38046996	0	0.0	0.0	4473
Lax1	chr1:133679028-133690016	4	1.7	0.546	160
Per2	chr1:91415981-91459328	0	0.0	0.0	4473
Per1	chr11:69100151-69109957	5	1.739	0.558	141
Tbx1	chr16:18581703-18586969	0	0.0	0.0	4473
Cnbd2	chr2:156312472-156375638	2	1.456	0.467	428
Tbx4	chr11:85896764-85916097	0	0.0	0.0	4473
Tbx5	chr5:119834662-119885218	0	0.0	0.0	4473
Gm12992	chr4:131912415-131920029	0	0.0	0.0	4473
Dbi	chr1:120113279-120121096	0	0.0	0.0	4473
Dbh	chr2:27165506-27183204	0	0.0	0.0	4473
Gm3383	chr14:5790560-5801530	0	0.0	0.0	4473
Dbp	chr7:45705246-45710203	2	0.0	0.0	4306
Ceacam-ps1	chr7:16649029-16657478	0	0.0	0.0	4473
Dbt	chr3:116513069-116549981	0	0.0	-0.012	5845
Olfr679	chr7:105085717-105086665	0	0.0	0.0	4473
Olfr678	chr7:105069468-105070410	0	0.0	0.0	4473
Olfr672	chr7:104995963-104996902	0	0.0	0.0	4473
Olfr671	chr7:104975041-104975983	0	0.0	0.0	4473
Olfr670	chr7:104959791-104960730	0	0.0	0.0	4473
Olfr677	chr7:105056247-105057186	0	0.0	0.0	4473
Olfr676	chr7:105035199-105036153	0	0.0	0.0	4473
Olfr675	chr7:105024024-105024966	0	0.0	0.0	4473
Gm10731	chr3:40853475-40855285	0	0.0	0.0	4473
Gm10732	chr13:118603409-118658743	0	0.0	0.0	4473
Lonp2	chr8:86624042-86716638	0	0.0	-0.303	6927
Lonp1	chr17:56614297-56626903	1	0.822	0.264	1446
Arsg	chr11:109473373-109573329	3	1.086	0.349	756
Arsa	chr15:89472475-89477424	0	0.0	0.0	4473
Arsb	chr13:93771678-93943016	1	0.858	0.275	1247
Gm14296	chr2:176226564-176261871	0	0.0	0.0	4473
Arsj	chr3:126363851-126440374	0	0.0	0.0	4473
Arsk	chr13:76060421-76098660	1	0.849	0.273	1296
Ccdc14	chr16:34690615-34725194	0	0.0	0.0	4473
Mir299a	chr12:109710637-109710700	0	0.0	0.0	4473
Lrrd1	chr5:3845172-3866596	0	0.0	0.0	4473
