# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Solo mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
myosin II complex(GO:0016460)	20933, 549, 16, 1	2.383	0.485273714343	0.787193570704	16
organelle membrane(GO:0031090)	20933, 1948, 1430, 201	1.51	3.68944830567e-08	3.36793923904e-06	1430
axon part(GO:0033267)	20933, 197, 446, 4	0.953	0.955720741455	1.0	446
node of Ranvier(GO:0033268)	20933, 0, 17, 0	0.0	1.0	1.0	17
proton-transporting two-sector ATPase complex(GO:0016469)	20933, 1968, 33, 10	3.223	0.00371702146767	0.0354840412854	33
CD40 receptor complex(GO:0035631)	20933, 1568, 11, 5	6.068	0.00304635177567	0.0299479813023	11
exon-exon junction complex(GO:0035145)	20933, 0, 20, 0	0.0	1.0	1.0	20
large ribosomal subunit(GO:0015934)	20933, 682, 120, 9	2.302	0.0984064615412	0.291119115393	120
small ribosomal subunit(GO:0015935)	20933, 1897, 72, 16	2.452	0.00456637565277	0.0410973808749	72
recycling endosome(GO:0055037)	20933, 1246, 108, 14	2.178	0.0321989391636	0.140925494011	108
U2-type catalytic step 2 spliceosome(GO:0071007)	20933, 1950, 27, 5	1.988	0.258852268272	0.514548628638	27
U2-type prespliceosome(GO:0071004)	20933, 205, 14, 1	7.294	0.253191276077	0.509665103576	14
ATPase dependent transmembrane transport complex(GO:0098533)	20933, 0, 13, 0	0.0	1.0	1.0	13
caveola(GO:0005901)	20933, 356, 85, 3	2.075	0.486606354348	0.787193570704	85
microvillus(GO:0005902)	20933, 998, 74, 7	1.984	0.239880475214	0.486614678291	74
acrosomal vesicle(GO:0001669)	20933, 445, 108, 3	1.307	0.768072858299	1.0	108
clathrin-coated pit(GO:0005905)	20933, 1922, 57, 6	1.146	0.723233906156	0.974992544375	57
synaptic cleft(GO:0043083)	20933, 0, 19, 0	0.0	1.0	1.0	19
endoplasmic reticulum exit site(GO:0070971)	20933, 1863, 26, 9	3.889	0.0015161188816	0.0182792446291	26
pore complex(GO:0046930)	20933, 601, 18, 1	1.935	0.552051078328	0.852078838289	18
sperm principal piece(GO:0097228)	20933, 59, 29, 1	12.234	0.218578764241	0.460963136468	29
sperm midpiece(GO:0097225)	20933, 65, 27, 1	11.928	0.218554935796	0.460963136468	27
sperm part(GO:0097223)	20933, 65, 236, 2	2.729	0.559964119124	0.860137192597	236
mitochondrial membrane part(GO:0044455)	20933, 1914, 198, 34	1.878	0.0028304653393	0.0291720540615	198
nuclear chromosome part(GO:0044454)	20933, 1235, 594, 62	1.769	0.000178971579545	0.00368912384934	594
postsynaptic specialization membrane(GO:0099634)	20933, 0, 32, 0	0.0	1.0	1.0	32
nucleoplasm part(GO:0044451)	20933, 1989, 1008, 152	1.587	1.57246020164e-07	1.00480206885e-05	1008
microtubule organizing center part(GO:0044450)	20933, 1851, 157, 30	2.161	0.000523523113247	0.00904138565851	157
nuclear membrane part(GO:0044453)	20933, 1777, 15, 3	2.356	0.254651024237	0.510100327546	15
nucleolar part(GO:0044452)	20933, 1574, 179, 28	2.08	0.00198804627491	0.0222870450819	179
postsynaptic cytosol(GO:0099524)	20933, 1716, 26, 2	0.938	0.766551047226	1.0	26
presynaptic cytosol(GO:0099523)	20933, 0, 24, 0	0.0	1.0	1.0	24
region of cytosol(GO:0099522)	20933, 1716, 40, 2	0.61	0.923244391265	1.0	40
transferase complex, transferring phosphorus-containing groups(GO:0061695)	20933, 2000, 197, 29	1.541	0.0906742076464	0.273305748519	197
pseudopodium(GO:0031143)	20933, 1213, 11, 2	3.138	0.227020988076	0.472529027298	11
ATPase complex(GO:1904949)	20933, 1983, 93, 16	1.816	0.0806181473755	0.255127234097	93
peptidase complex(GO:1905368)	20933, 1956, 86, 19	2.364	0.00270124635428	0.0282966626292	86
basement membrane(GO:0005604)	20933, 918, 103, 4	0.886	0.917251795623	1.0	103
perikaryon(GO:0043204)	20933, 89, 136, 1	1.729	0.816459051844	1.0	136
cell body fiber(GO:0070852)	20933, 1732, 11, 1	1.099	0.617152649307	0.906276885864	11
sperm fibrous sheath(GO:0035686)	20933, 1318, 14, 2	2.269	0.348877842178	0.622717712713	14
TRAPP complex(GO:0030008)	20933, 1826, 12, 4	3.821	0.0489695505138	0.188503269749	12
respiratory chain complex IV(GO:0045277)	20933, 1818, 14, 1	0.822	0.721963131822	0.974992544375	14
sodium channel complex(GO:0034706)	20933, 0, 24, 0	0.0	1.0	1.0	24
MKS complex(GO:0036038)	20933, 1617, 14, 3	2.774	0.187925213606	0.417853053033	14
perinuclear endoplasmic reticulum(GO:0097038)	20933, 839, 22, 3	3.402	0.15980639532	0.385904027731	22
cell(GO:0005623)	20933, 1289, 124, 10	1.31	0.605068673141	0.894997412355	124
spliceosomal tri-snRNP complex(GO:0097526)	20933, 1481, 30, 2	0.942	0.784444816166	1.0	30
germ cell nucleus(GO:0043073)	20933, 1980, 31, 3	1.023	0.758980329679	1.0	31
NMDA selective glutamate receptor complex(GO:0017146)	20933, 0, 14, 0	0.0	1.0	1.0	14
tethering complex(GO:0099023)	20933, 1826, 60, 13	2.484	0.0108861617589	0.0751367012952	60
small-subunit processome(GO:0032040)	20933, 1260, 36, 6	2.769	0.0816923117661	0.255127234097	36
guanyl-nucleotide exchange factor complex(GO:0032045)	20933, 728, 13, 2	4.424	0.159798196175	0.385904027731	13
keratin filament(GO:0045095)	20933, 0, 42, 0	0.0	1.0	1.0	42
endocytic vesicle(GO:0030139)	20933, 1584, 144, 24	2.203	0.00217447577313	0.023956724466	144
transcription export complex(GO:0000346)	20933, 1704, 12, 4	4.095	0.039685740357	0.161523491007	12
clathrin adaptor complex(GO:0030131)	20933, 1922, 28, 6	2.334	0.129023628248	0.343755747026	28
transport vesicle(GO:0030133)	20933, 1380, 243, 21	1.311	0.477291433058	0.784755216538	243
coated vesicle(GO:0030135)	20933, 1687, 131, 21	1.989	0.014914927843	0.0943627613037	131
COPII-coated ER to Golgi transport vesicle(GO:0030134)	20933, 921, 36, 3	1.894	0.446705588007	0.751170712465	36
COPI-coated vesicle(GO:0030137)	20933, 1620, 14, 4	3.692	0.057656735231	0.214201475655	14
clathrin-coated vesicle(GO:0030136)	20933, 1518, 80, 14	2.413	0.0120443476386	0.0810140856953	80
whole membrane(GO:0098805)	20933, 1789, 602, 80	1.555	0.000877289174785	0.012186690928	602
condensed chromosome outer kinetochore(GO:0000940)	20933, 1745, 14, 4	3.427	0.0710669702887	0.237758083845	14
respiratory chain complex(GO:0098803)	20933, 1818, 67, 10	1.719	0.235175628103	0.480525096729	67
plasma membrane receptor complex(GO:0098802)	20933, 572, 178, 11	2.262	0.0737243407294	0.244092506353	178
inner mitochondrial membrane protein complex(GO:0098800)	20933, 1726, 113, 19	2.039	0.0167597133439	0.100088381558	113
neuron part(GO:0097458)	20933, 11, 1916, 1	0.993	0.987340243441	1.0	1916
extracellular region(GO:0005576)	20933, 9, 1655, 1	1.405	0.963277302134	1.0	1655
mitochondrial matrix(GO:0005759)	20933, 1849, 127, 18	1.605	0.163305668175	0.39083266653	127
mitochondrial intermembrane space(GO:0005758)	20933, 1932, 72, 17	2.558	0.00196657406193	0.0222870450819	72
chromosome(GO:0005694)	20933, 1980, 489, 86	1.859	3.00073438832e-07	1.74315388558e-05	489
telomerase holoenzyme complex(GO:0005697)	20933, 1754, 19, 5	3.141	0.0605633836436	0.221022648121	19
centriolar satellite(GO:0034451)	20933, 153, 31, 1	4.413	0.422773622168	0.714688742236	31
chaperone complex(GO:0101031)	20933, 411, 21, 2	4.851	0.168531194691	0.400339901143	21
T cell receptor complex(GO:0042101)	20933, 738, 15, 5	9.455	0.00058269898081	0.00954729868557	15
cytoplasmic microtubule(GO:0005881)	20933, 1947, 72, 13	1.941	0.0793107533524	0.255127234097	72
intermediate filament(GO:0005882)	20933, 892, 127, 4	0.739	0.967045040511	1.0	127
actin filament(GO:0005884)	20933, 1202, 83, 12	2.518	0.017944398744	0.102929763714	83
protein-lipid complex(GO:0032994)	20933, 73, 37, 1	7.75	0.318910400988	0.588717942752	37
glutamatergic synapse(GO:0098978)	20933, 13, 507, 1	3.176	0.767490462637	1.0	507
Sin3 complex(GO:0016580)	20933, 1572, 13, 3	3.073	0.151878336211	0.378251776065	13
NuRD complex(GO:0016581)	20933, 1871, 16, 3	2.098	0.312462192059	0.580416688156	16
protein-DNA complex(GO:0032993)	20933, 1433, 164, 32	2.85	1.11049830133e-06	5.06863153248e-05	164
postsynaptic membrane(GO:0045211)	20933, 56, 259, 1	1.443	0.895166533898	1.0	259
DNA repair complex(GO:1990391)	20933, 1888, 37, 6	1.798	0.299656180267	0.563177350561	37
plasma membrane protein complex(GO:0098797)	20933, 738, 536, 27	1.429	0.263810590287	0.516936629433	536
membrane protein complex(GO:0098796)	20933, 1925, 1093, 140	1.393	0.000645500891118	0.0100603675469	1093
neurotransmitter receptor complex(GO:0098878)	20933, 0, 57, 0	0.0	1.0	1.0	57
postsynapse(GO:0098794)	20933, 1907, 259, 24	1.017	0.892129613586	1.0	259
presynapse(GO:0098793)	20933, 197, 263, 3	1.212	0.868155392755	1.0	263
Cajal body(GO:0015030)	20933, 420, 35, 3	4.272	0.120239013959	0.332609220431	35
postsynaptic actin cytoskeleton(GO:0098871)	20933, 959, 14, 2	3.118	0.25928741537	0.514548628638	14
outer mitochondrial membrane protein complex(GO:0098799)	20933, 102, 16, 1	12.827	0.177192741279	0.411731497008	16
mitochondrial protein complex(GO:0098798)	20933, 1914, 245, 36	1.607	0.027999911127	0.133450364937	245
