# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Ensemble mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Differential expression file name: primary_vs_control_naive_deseq2.csv
# Genes for gene ontology: allgenes
# Column index of (GeneID, logFoldChange, FDR): 1,3,7
# Cutoffs of logFoldChange and FDR for DE genes: 1.0, 0.05
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
regulation of cytokinesis(GO:0032465)	20774, 1911, 79, 17	2.339	0.00559239456797	0.02349496747	79
positive regulation of protein homooligomerization(GO:0032464)	20774, 883, 11, 2	4.278	0.164299496155	0.318171522253	11
positive regulation of cytokinesis(GO:0032467)	20774, 1911, 33, 7	2.306	0.105420149833	0.227573656783	33
regulation of signaling receptor activity(GO:0010469)	20774, 937, 124, 9	1.609	0.389807320597	0.571973750321	124
response to transforming growth factor beta(GO:0071559)	20774, 680, 59, 8	4.142	0.00460756057401	0.02013956688	59
negative regulation of protein homooligomerization(GO:0032463)	20774, 1535, 11, 3	3.691	0.0999130725591	0.218559846223	11
regulation of synaptic vesicle transport(GO:1902803)	20774, 276, 105, 2	1.434	0.770476071133	0.888221384982	105
microtubule anchoring(GO:0034453)	20774, 1841, 26, 3	1.302	0.611675516904	0.768225715162	26
endosome transport via multivesicular body sorting pathway(GO:0032509)	20774, 44, 25, 1	18.885	0.154050089119	0.303634958264	25
negative regulation of tissue remodeling(GO:0034104)	20774, 894, 24, 2	1.936	0.475206414691	0.652244098595	24
positive regulation of tissue remodeling(GO:0034105)	20774, 1557, 40, 6	2.001	0.235238023692	0.411150275282	40
homotypic cell-cell adhesion(GO:0034109)	20774, 3, 41, 1	168.894	0.0321362669794	0.0924424380585	41
cytokine metabolic process(GO:0042107)	20774, 93, 19, 1	11.757	0.199997358213	0.366574424906	19
immune effector process(GO:0002252)	20774, 1545, 425, 76	2.404	2.00712764904e-11	6.82423400673e-10	425
B cell proliferation(GO:0042100)	20774, 57, 49, 2	14.876	0.0429800001545	0.115989924522	49
liposaccharide metabolic process(GO:1903509)	20774, 1610, 82, 9	1.416	0.494373185741	0.667768548277	82
cellular response to fluid shear stress(GO:0071498)	20774, 1844, 16, 2	1.408	0.556889470904	0.722484023304	16
neuron apoptotic process(GO:0051402)	20774, 320, 49, 4	5.299	0.0366049418367	0.102813958118	49
stress-activated MAPK cascade(GO:0051403)	20774, 436, 48, 6	5.956	0.00334993284866	0.0155264657835	48
negative regulation of DNA damage response, signal transduction by p53 class mediator(GO:0043518)	20774, 958, 16, 3	4.066	0.0986081191535	0.216301680724	16
import into cell(GO:0098657)	20774, 1951, 421, 64	1.619	0.00122198832451	0.00687548986369	421
positive regulation of DNA damage response, signal transduction by p53 class mediator(GO:0043517)	20774, 84, 13, 1	19.024	0.122821859189	0.257070320451	13
regulation of DNA damage response, signal transduction by p53 class mediator(GO:0043516)	20774, 1798, 34, 8	2.719	0.0352722919879	0.0997600177435	34
nucleosome positioning(GO:0016584)	20774, 1166, 16, 4	4.454	0.0375397234908	0.104512365326	16
actin filament organization(GO:0007015)	20774, 1882, 226, 49	2.393	1.33786305862e-07	2.21916410513e-06	226
microtubule-based process(GO:0007017)	20774, 1997, 603, 87	1.501	0.00131162298138	0.00731068546996	603
cytoskeleton organization(GO:0007010)	20774, 1997, 819, 140	1.778	2.90189358589e-10	8.37152331444e-09	819
cell part morphogenesis(GO:0032990)	20774, 1998, 293, 52	1.845	0.000170995902041	0.00126979796212	293
negative regulation of bone resorption(GO:0045779)	20774, 387, 15, 1	3.579	0.385422038587	0.568166275527	15
positive regulation of ossification(GO:0045778)	20774, 408, 98, 4	2.078	0.410868836994	0.591929680415	98
positive regulation of blood pressure(GO:0045777)	20774, 62, 47, 1	7.129	0.355483694363	0.539497292899	47
response to nitric oxide(GO:0071731)	20774, 1312, 15, 6	6.334	0.00091461069699	0.00543513972243	15
cellular response to nitric oxide(GO:0071732)	20774, 1312, 11, 4	5.758	0.0129932121955	0.0456777622235	11
microtubule-based movement(GO:0007018)	20774, 1975, 246, 30	1.283	0.405344047228	0.587768001353	246
microtubule depolymerization(GO:0007019)	20774, 1919, 19, 2	1.14	0.666253378172	0.80893098713	19
positive regulation of B cell differentiation(GO:0045579)	20774, 1793, 17, 9	6.134	2.13967894587e-05	0.000217161445252	17
positive regulation of phospholipase activity(GO:0010518)	20774, 78, 42, 3	19.024	0.00339681017613	0.0156674577891	42
negative regulation of chemokine production(GO:0032682)	20774, 1772, 21, 4	2.233	0.233505689303	0.409236775066	21
positive regulation of cell cycle G1/S phase transition(GO:1902808)	20774, 1985, 48, 13	2.834	0.00296196923916	0.0141272280345	48
viral process(GO:0016032)	20774, 1959, 109, 29	2.821	2.85695646814e-06	3.54143562196e-05	109
organophosphate ester transport(GO:0015748)	20774, 1818, 95, 14	1.684	0.175198496562	0.333045065349	95
negative regulation of interferon-gamma production(GO:0032689)	20774, 198, 32, 3	9.836	0.018363814671	0.0601953913559	32
regulation of lymphocyte activation(GO:0051249)	20774, 704, 419, 72	5.071	7.76724301652e-29	3.69720767586e-26	419
regulation of B cell differentiation(GO:0045577)	20774, 1793, 34, 16	5.452	4.9974191716e-08	9.18943844707e-07	34
mast cell activation(GO:0045576)	20774, 1529, 21, 6	3.882	0.0153088601309	0.0517911686021	21
regulation of intracellular protein transport(GO:0033157)	20774, 1982, 222, 45	2.125	1.55647111136e-05	0.000163234508557	222
histone mRNA catabolic process(GO:0071044)	20774, 1687, 12, 1	1.026	0.643926205762	0.794270209751	12
regulation of isotype switching(GO:0045191)	20774, 293, 39, 6	10.908	0.000135699323971	0.00105200127378	39
cell communication involved in cardiac conduction(GO:0086065)	20774, 0, 11, 0	0.0	1.0	1.0	11
V(D)J recombination(GO:0033151)	20774, 24, 15, 2	115.411	0.000653033223347	0.00409029786267	15
macrophage differentiation(GO:0030225)	20774, 1826, 14, 2	1.625	0.482689741731	0.659472781469	14
monocyte differentiation(GO:0030224)	20774, 1625, 14, 4	3.653	0.0596247500375	0.148205645002	14
platelet formation(GO:0030220)	20774, 787, 19, 6	8.336	0.000295328708745	0.00205221117317	19
negative regulation of calcium-mediated signaling(GO:0050849)	20774, 531, 27, 3	4.347	0.107488009256	0.230677603273	27
regulation of calcium-mediated signaling(GO:0050848)	20774, 725, 100, 8	2.292	0.124785314209	0.260060462188	100
regulation of cytokine biosynthetic process(GO:0042035)	20774, 917, 103, 21	4.619	6.21239502538e-08	1.11588680456e-06	103
cardiac conduction(GO:0061337)	20774, 0, 41, 0	0.0	1.0	1.0	41
negative regulation of cytokine biosynthetic process(GO:0042036)	20774, 748, 28, 8	7.935	3.50244165589e-05	0.000327097523755	28
positive regulation of oxidative phosphorylation(GO:1903862)	20774, 1141, 11, 1	1.655	0.506366232981	0.678767465218	11
aminoglycan metabolic process(GO:0006022)	20774, 1223, 90, 7	1.321	0.631658976548	0.784628582559	90
outflow tract morphogenesis(GO:0003151)	20774, 83, 56, 2	8.939	0.0980701272446	0.215882201498	56
DNA methylation(GO:0006306)	20774, 1325, 45, 9	3.136	0.0105475398057	0.0386202226731	45
DNA modification(GO:0006304)	20774, 1452, 71, 13	2.62	0.0082241371894	0.0317235761925	71
double-strand break repair(GO:0006302)	20774, 1852, 152, 24	1.771	0.0318814441196	0.0919174282309	152
postreplication repair(GO:0006301)	20774, 1480, 23, 5	3.051	0.0757878900821	0.178148324341	23
regulation of animal organ formation(GO:0003156)	20774, 135, 42, 2	7.328	0.121059333792	0.254299394903	42
secondary metabolite biosynthetic process(GO:0044550)	20774, 1482, 18, 1	0.779	0.75813746673	0.877610491643	18
positive regulation of ERAD pathway(GO:1904294)	20774, 938, 14, 2	3.164	0.254374467728	0.43109234196	14
endoplasmic reticulum tubular network organization(GO:0071786)	20774, 1961, 13, 2	1.63	0.480470367823	0.657573016342	13
negative regulation of ERAD pathway(GO:1904293)	20774, 1595, 12, 3	3.256	0.132600222487	0.272882429329	12
DNA catabolic process(GO:0006308)	20774, 1460, 21, 4	2.71	0.155282698852	0.305558349126	21
gene silencing(GO:0016458)	20774, 1474, 165, 24	2.05	0.00637832745515	0.0260831947479	165
response to prostaglandin(GO:0034694)	20774, 1103, 22, 5	4.28	0.0223672365089	0.0697693615874	22
cellular component maintenance(GO:0043954)	20774, 1844, 45, 6	1.502	0.46603752791	0.645145545298	45
response to gonadotropin(GO:0034698)	20774, 1291, 15, 2	2.146	0.37844032515	0.5624027311	15
glycosyl compound biosynthetic process(GO:1901659)	20774, 852, 24, 2	2.032	0.456554888883	0.635996860135	24
negative regulation of alcohol biosynthetic process(GO:1902931)	20774, 1450, 14, 3	3.07	0.157416811284	0.308443803651	14
positive regulation by host of viral process(GO:0044794)	20774, 1759, 16, 4	2.953	0.112098150615	0.238741475134	16
respiratory system development(GO:0060541)	20774, 0, 11, 0	0.0	1.0	1.0	11
leukocyte chemotaxis(GO:0030595)	20774, 867, 126, 15	2.852	0.00255216711992	0.0125369612908	126
neutrophil chemotaxis(GO:0030593)	20774, 255, 75, 3	3.259	0.247334853759	0.42395171188	75
regulation of necroptotic process(GO:0060544)	20774, 655, 17, 5	9.328	0.000702052622911	0.00435126365242	17
ganglion development(GO:0061548)	20774, 1397, 14, 2	2.124	0.371943986856	0.555523494646	14
regulation of response to external stimulus(GO:0032101)	20774, 299, 730, 33	3.141	1.98490595957e-07	3.14938412251e-06	730
negative regulation of alpha-beta T cell proliferation(GO:0046642)	20774, 1198, 13, 3	4.002	0.0947196160136	0.209802406805	13
negative regulation of cell death(GO:0060548)	20774, 1818, 1036, 178	1.963	2.70829425115e-17	1.81570149795e-15	1036
pigment cell differentiation(GO:0050931)	20774, 746, 23, 2	2.421	0.388226914459	0.570945427935	23
regulation of mRNA catabolic process(GO:0061013)	20774, 1883, 119, 31	2.874	7.89334733078e-07	1.11160749392e-05	119
positive regulation of mRNA catabolic process(GO:0061014)	20774, 1438, 47, 15	4.611	3.55504551784e-06	4.30585665774e-05	47
radial glial cell differentiation(GO:0060019)	20774, 1774, 14, 4	3.346	0.0762333042639	0.17884205436	14
positive regulation of cAMP-mediated signaling(GO:0043950)	20774, 678, 36, 3	2.553	0.300238109814	0.482001147628	36
positive regulation of JNK cascade(GO:0046330)	20774, 1854, 144, 25	1.945	0.00849326817834	0.0324973626018	144
phosphatidylinositol metabolic process(GO:0046488)	20774, 1974, 119, 21	1.857	0.0280625000947	0.0831222778162	119
developmental pigmentation(GO:0048066)	20774, 1482, 20, 4	2.804	0.140430069436	0.284930575668	20
negative regulation of protein tyrosine kinase activity(GO:0061099)	20774, 1415, 27, 7	3.806	0.00947351375734	0.0353955459066	27
trabecula morphogenesis(GO:0061383)	20774, 1291, 28, 10	5.747	3.09104435692e-05	0.000295449219657	28
regulation of endocrine process(GO:0044060)	20774, 482, 54, 6	4.789	0.00961863011764	0.0359095524392	54
glycerolipid metabolic process(GO:0046486)	20774, 1745, 276, 40	1.725	0.00576193389567	0.0240375156384	276
diacylglycerol metabolic process(GO:0046339)	20774, 1121, 21, 2	1.765	0.50653295709	0.678799796101	21
negative regulation of phosphorylation(GO:0042326)	20774, 1717, 445, 101	2.746	1.44484920579e-19	1.22812182492e-17	445
cellular response to ethanol(GO:0071361)	20774, 897, 27, 3	2.573	0.275150375804	0.455870445118	27
negative regulation of cardiocyte differentiation(GO:1905208)	20774, 142, 23, 2	12.721	0.0426439474517	0.115425378802	23
DNA replication initiation(GO:0006270)	20774, 1903, 21, 8	4.159	0.00171802973204	0.0090362668779	21
clathrin coat assembly(GO:0048268)	20774, 1827, 17, 6	4.013	0.0104003988678	0.0381989958416	17
regulation of DNA replication(GO:0006275)	20774, 1798, 108, 18	1.926	0.033857759008	0.0968527240855	108
G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger(GO:0007187)	20774, 78, 219, 3	3.648	0.25837883043	0.436283516441	219
positive regulation of lymphocyte activation(GO:0051251)	20774, 704, 257, 50	5.741	2.15571633974e-22	3.20662805536e-20	257
regulation of cholesterol storage(GO:0010885)	20774, 470, 13, 2	6.8	0.0917011927158	0.204928487008	13
positive regulation of lipid storage(GO:0010884)	20774, 470, 22, 1	2.009	0.579439548883	0.742231499645	22
response to dsRNA(GO:0043331)	20774, 7, 63, 1	47.107	0.102563169484	0.223228480449	63
regulation of cardiac muscle contraction by calcium ion signaling(GO:0010882)	20774, 1895, 14, 2	1.566	0.501053352398	0.67411361148	14
regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum(GO:0010880)	20774, 1699, 19, 2	1.287	0.608483987176	0.765631450954	19
regulation of protein import(GO:1904589)	20774, 881, 61, 6	2.319	0.177547551884	0.335970837042	61
photoperiodism(GO:0009648)	20774, 1798, 23, 9	4.521	0.000434564175121	0.00287295204663	23
regulation of lipoprotein metabolic process(GO:0050746)	20774, 1890, 13, 3	2.537	0.218822654917	0.3912831846	13
cellular response to low-density lipoprotein particle stimulus(GO:0071404)	20774, 289, 12, 2	11.98	0.0367466434002	0.103011791864	12
regulation of sequestering of triglyceride(GO:0010889)	20774, 0, 12, 0	0.0	1.0	1.0	12
negative regulation of lipid storage(GO:0010888)	20774, 322, 17, 3	11.385	0.00943624789043	0.0352840062517	17
positive regulation of catabolic process(GO:0009896)	20774, 1985, 407, 82	2.109	1.49058872325e-09	3.79422584099e-08	407
regulation of catabolic process(GO:0009894)	20774, 1985, 801, 164	2.143	7.26020522678e-20	6.52048620367e-18	801
negative regulation of catabolic process(GO:0009895)	20774, 1908, 288, 66	2.495	5.98151332675e-11	1.86091525721e-09	288
protein folding(GO:0006457)	20774, 1946, 145, 21	1.546	0.16385302859	0.317814745106	145
negative regulation of biosynthetic process(GO:0009890)	20774, 1522, 1447, 227	2.141	1.44146492904e-27	5.27797927863e-25	1447
positive regulation of biosynthetic process(GO:0009891)	20774, 1983, 1910, 337	1.848	3.2165697797e-29	1.91385901892e-26	1910
positive regulation of canonical Wnt signaling pathway(GO:0090263)	20774, 83, 97, 2	5.161	0.241774214569	0.418182633927	97
negative regulation of cell-matrix adhesion(GO:0001953)	20774, 1989, 38, 3	0.825	0.86589292745	0.960981658816	38
ribonucleoside monophosphate metabolic process(GO:0009161)	20774, 852, 31, 2	1.573	0.601359339764	0.760486306397	31
regulation of ventricular cardiac muscle cell membrane repolarization(GO:0060307)	20774, 1820, 20, 1	0.571	0.842758236891	0.942640447255	20
organelle disassembly(GO:1903008)	20774, 1831, 58, 9	1.761	0.235014834356	0.411127933776	58
regulation of protein autophosphorylation(GO:0031952)	20774, 823, 45, 4	2.244	0.296341286352	0.47784028558	45
negative regulation of protein autophosphorylation(GO:0031953)	20774, 57, 13, 1	28.035	0.0943036012568	0.209410970519	13
regulation of receptor biosynthetic process(GO:0010869)	20774, 1231, 18, 6	5.625	0.00198684483529	0.0101911437672	18
tertiary alcohol metabolic process(GO:1902644)	20774, 1771, 12, 1	0.978	0.659864852442	0.804818559223	12
positive regulation of Wnt signaling pathway(GO:0030177)	20774, 1930, 128, 19	1.598	0.149795802457	0.297964070077	128
regulation of adherens junction organization(GO:1903391)	20774, 1989, 63, 14	2.321	0.0136477511974	0.0473493408889	63
regulation of membrane repolarization(GO:0060306)	20774, 1820, 32, 1	0.357	0.948896775794	1.0	32
positive regulation of adherens junction organization(GO:1903393)	20774, 1767, 31, 10	3.792	0.00103330108944	0.00597632221838	31
neuron projection development(GO:0031175)	20774, 404, 305, 10	1.686	0.36856040199	0.552028795932	305
plasma membrane bounded cell projection organization(GO:0120036)	20774, 1985, 634, 79	1.304	0.0808293878685	0.18673972925	634
positive regulation of plasma membrane bounded cell projection assembly(GO:0120034)	20774, 1882, 106, 22	2.291	0.00178973484078	0.00932071973975	106
positive regulation of pathway-restricted SMAD protein phosphorylation(GO:0010862)	20774, 187, 48, 2	4.629	0.23247641158	0.407582953635	48
negative regulation of plasma membrane bounded cell projection assembly(GO:0120033)	20774, 1975, 25, 6	2.524	0.0947180898879	0.209802406805	25
positive regulation of triglyceride biosynthetic process(GO:0010867)	20774, 1206, 17, 3	3.04	0.179977884446	0.338614517771	17
regulation of triglyceride biosynthetic process(GO:0010866)	20774, 1206, 21, 3	2.461	0.270301855081	0.44971577427	21
positive regulation of alpha-beta T cell proliferation(GO:0046641)	20774, 293, 21, 6	20.257	2.55417551305e-06	3.19104342313e-05	21
anterior/posterior axis specification(GO:0009948)	20774, 750, 41, 3	2.027	0.428028027657	0.60872823772	41
response to amyloid-beta(GO:1904645)	20774, 225, 33, 2	5.596	0.162042958654	0.315728400816	33
ribosome assembly(GO:0042255)	20774, 1990, 14, 3	2.237	0.277469937118	0.457801352056	14
ribosome biogenesis(GO:0042254)	20774, 1990, 94, 10	1.111	0.765469744205	0.88416306295	94
regulation of macrophage cytokine production(GO:0010935)	20774, 1479, 14, 3	3.01	0.162836329308	0.316496907924	14
negative regulation of leukocyte migration(GO:0002686)	20774, 894, 38, 2	1.223	0.728794441402	0.854238251927	38
positive regulation of leukocyte migration(GO:0002687)	20774, 1826, 138, 25	2.061	0.00384702436777	0.0172753169722	138
positive regulation of immune system process(GO:0002684)	20774, 1798, 864, 183	2.447	2.5822399621e-29	1.75592317423e-26	864
regulation of leukocyte migration(GO:0002685)	20774, 1826, 192, 34	2.015	0.000777841328008	0.00477129474396	192
regulation of immune system process(GO:0002682)	20774, 1730, 1297, 260	2.407	3.48135575317e-41	1.65712533851e-37	1297
negative regulation of immune system process(GO:0002683)	20774, 1383, 458, 95	3.116	4.69399305309e-22	6.20650192575e-20	458
negative regulation of telomerase activity(GO:0051974)	20774, 1798, 13, 2	1.778	0.438352572932	0.619372138317	13
negative regulation of carbohydrate metabolic process(GO:0045912)	20774, 1899, 50, 9	1.969	0.144045270264	0.289795218283	50
positive regulation of DNA recombination(GO:0045911)	20774, 293, 42, 5	8.441	0.00203919739041	0.0104147849553	42
negative regulation of DNA recombination(GO:0045910)	20774, 41, 46, 1	11.015	0.268594146793	0.447957612224	46
regulation of execution phase of apoptosis(GO:1900117)	20774, 930, 29, 5	3.851	0.0388885714082	0.107123611055	29
regulation of telomerase activity(GO:0051972)	20774, 1798, 48, 7	1.685	0.332235287363	0.513955140671	48
negative regulation of leukocyte chemotaxis(GO:0002689)	20774, 481, 17, 1	2.541	0.477807341811	0.654660527405	17
intracellular distribution of mitochondria(GO:0048312)	20774, 315, 11, 2	11.991	0.0358021642516	0.100958709619	11
regulation of catalytic activity(GO:0050790)	20774, 1915, 1780, 295	1.798	3.3974090685e-23	5.57643695381e-21	1780
regulation of release of cytochrome c from mitochondria(GO:0090199)	20774, 1798, 46, 7	1.758	0.291855173265	0.474626110264	46
amine metabolic process(GO:0009308)	20774, 410, 55, 2	1.842	0.599203134908	0.758969377904	55
regulation of DNA-dependent DNA replication(GO:0090329)	20774, 1770, 49, 5	1.198	0.688278698188	0.822960714237	49
regulation of chemokine secretion(GO:0090196)	20774, 1729, 15, 3	2.403	0.24641711641	0.423140502926	15
rRNA transcription(GO:0009303)	20774, 1798, 16, 4	2.888	0.118726711976	0.250949888545	16
positive regulation of glomerulus development(GO:0090193)	20774, 1231, 12, 3	4.219	0.0809226007392	0.18673972925	12
regulation of glomerulus development(GO:0090192)	20774, 1231, 16, 4	4.219	0.04450105304	0.119002815995	16
regulation of epithelial cell proliferation involved in prostate gland development(GO:0060768)	20774, 1291, 11, 3	4.389	0.0703869825405	0.168025093727	11
adherens junction assembly(GO:0034333)	20774, 614, 31, 6	6.548	0.00155703877878	0.00838405496267	31
organic hydroxy compound biosynthetic process(GO:1901617)	20774, 1835, 160, 13	0.92	0.938280852633	1.0	160
epithelial cell fate commitment(GO:0072148)	20774, 198, 13, 2	16.141	0.0237894121015	0.0731690765803	13
negative regulation of response to cytokine stimulus(GO:0060761)	20774, 1772, 52, 11	2.48	0.0229326792766	0.0712064927311	52
positive regulation of response to cytokine stimulus(GO:0060760)	20774, 225, 50, 5	9.233	0.00157333316193	0.00845267026048	50
regulation of dephosphorylation(GO:0035303)	20774, 1998, 162, 34	2.182	0.000141523193555	0.00108653290536	162
regulation of androgen receptor signaling pathway(GO:0060765)	20774, 1212, 26, 5	3.296	0.0614093880481	0.151626054523	26
regulation of protein dephosphorylation(GO:0035304)	20774, 1998, 84, 21	2.599	0.000349328376043	0.0023788312875	84
regulation of lactation(GO:1903487)	20774, 0, 29, 0	0.0	1.0	1.0	29
negative regulation of androgen receptor signaling pathway(GO:0060766)	20774, 1120, 16, 2	2.319	0.367759963506	0.551176771502	16
regulation of vacuole organization(GO:0044088)	20774, 1890, 37, 9	2.674	0.0256676525454	0.0774749690019	37
negative regulation of cytokine secretion(GO:0050710)	20774, 303, 62, 6	6.635	0.00223755304295	0.0112113184047	62
positive regulation of interleukin-1 secretion(GO:0050716)	20774, 1662, 33, 9	3.409	0.0048631589752	0.0210442152018	33
positive regulation of cytokine secretion(GO:0050715)	20774, 320, 144, 10	4.508	0.000948124294321	0.00557966650581	144
negative regulation of multicellular organismal process(GO:0051241)	20774, 1334, 1313, 153	1.815	1.01314532749e-11	3.62599380364e-10	1313
magnesium ion transport(GO:0015693)	20774, 646, 15, 2	4.288	0.175514958476	0.333464992659	15
nuclear body organization(GO:0030575)	20774, 61, 18, 2	37.84	0.00601878210614	0.0248593805206	18
response to nicotine(GO:0035094)	20774, 207, 30, 1	3.345	0.486230850337	0.66165204334	30
calcium ion-regulated exocytosis of neurotransmitter(GO:0048791)	20774, 0, 16, 0	0.0	1.0	1.0	16
leukotriene metabolic process(GO:0006691)	20774, 0, 20, 0	0.0	1.0	1.0	20
icosanoid metabolic process(GO:0006690)	20774, 0, 102, 0	0.0	1.0	1.0	102
prostaglandin metabolic process(GO:0006693)	20774, 0, 29, 0	0.0	1.0	1.0	29
cholesterol biosynthetic process(GO:0006695)	20774, 1328, 31, 3	1.514	0.555133712151	0.721582869973	31
steroid biosynthetic process(GO:0006694)	20774, 937, 92, 3	0.723	0.954874472269	1.0	92
negative regulation of cation channel activity(GO:2001258)	20774, 1489, 41, 1	0.34	0.966759213659	1.0	41
positive regulation of cation channel activity(GO:2001259)	20774, 604, 71, 1	0.484	0.968042789686	1.0	71
regulation of store-operated calcium entry(GO:2001256)	20774, 114, 15, 1	12.149	0.178195616697	0.336333012533	15
regulation of cation channel activity(GO:2001257)	20774, 2, 159, 1	65.327	0.101941755413	0.222079064423	159
developmental induction(GO:0031128)	20774, 554, 29, 1	1.293	0.733339177025	0.858086156008	29
fatty acid derivative biosynthetic process(GO:1901570)	20774, 375, 45, 1	1.231	0.789197019859	0.900642007799	45
response to alcohol(GO:0097305)	20774, 276, 200, 8	3.011	0.0426994755184	0.115482672425	200
cellular response to alcohol(GO:0097306)	20774, 562, 133, 6	1.668	0.485440061805	0.661332196391	133
protein localization to nucleus(GO:0034504)	20774, 1788, 131, 18	1.596	0.170771357998	0.326881316459	131
endoderm development(GO:0007492)	20774, 1291, 39, 6	2.476	0.124277668528	0.259343139937	39
cytokine secretion(GO:0050663)	20774, 1323, 46, 10	3.414	0.00349994921494	0.0160036102431	46
ovulation cycle(GO:0042698)	20774, 858, 13, 1	1.862	0.519750775989	0.690101448733	13
mesoderm development(GO:0007498)	20774, 142, 42, 1	3.483	0.515727049744	0.686674337561	42
MAPK cascade(GO:0000165)	20774, 937, 130, 16	2.729	0.00267292175619	0.0130493410866	130
BMP signaling pathway(GO:0030509)	20774, 142, 92, 3	4.771	0.129274665783	0.267426079585	92
organic hydroxy compound metabolic process(GO:1901615)	20774, 215, 389, 6	1.49	0.676905393081	0.816333841162	389
positive regulation of smooth muscle contraction(GO:0045987)	20774, 69, 36, 1	8.363	0.302397465143	0.484024766276	36
excitatory postsynaptic potential(GO:0060079)	20774, 19, 38, 1	28.773	0.128939039914	0.266963823397	38
response to xenobiotic stimulus(GO:0009410)	20774, 1981, 108, 18	1.748	0.081545057369	0.187877286097	108
response to UV(GO:0009411)	20774, 1985, 136, 37	2.847	5.58397200269e-08	1.01449262339e-06	136
response to light stimulus(GO:0009416)	20774, 1985, 284, 57	2.1	1.08087152255e-06	1.46998527066e-05	284
establishment of epithelial cell polarity(GO:0090162)	20774, 1774, 29, 5	2.019	0.252760848651	0.430154322338	29
intracellular signal transduction(GO:0035556)	20774, 1974, 1335, 244	1.923	5.70959456027e-23	9.05922336897e-21	1335
protein-lipid complex assembly(GO:0065005)	20774, 1709, 22, 5	2.763	0.0974958098294	0.215023472551	22
regulation of mitotic spindle checkpoint(GO:1903504)	20774, 1141, 13, 1	1.401	0.572322690269	0.737481322599	13
regulation of cell proliferation involved in kidney development(GO:1901722)	20774, 1231, 15, 4	4.5	0.0356117902357	0.100540997344	15
positive regulation of viral transcription(GO:0050434)	20774, 1765, 20, 9	5.296	0.000102215236393	0.000813619607413	20
amyloid-beta metabolic process(GO:0050435)	20774, 1709, 20, 3	1.823	0.397854561433	0.580026864447	20
regulation of catecholamine secretion(GO:0050433)	20774, 1717, 71, 4	0.682	0.960369474572	1.0	71
regulation of tubulin deacetylation(GO:0090043)	20774, 1681, 11, 2	2.247	0.33194885572	0.513678983493	11
regulation of sterol biosynthetic process(GO:0106118)	20774, 1087, 17, 1	1.124	0.673290151929	0.813724832799	17
negative regulation of transcription by RNA polymerase II(GO:0000122)	20774, 1519, 837, 147	2.402	3.30898018908e-22	4.50021305715e-20	837
female sex differentiation(GO:0046660)	20774, 0, 17, 0	0.0	1.0	1.0	17
regulation of cell migration involved in sprouting angiogenesis(GO:0090049)	20774, 1774, 39, 6	1.802	0.302775468013	0.484440748821	39
negative regulation of lipid localization(GO:1905953)	20774, 391, 41, 6	7.775	0.000830867333238	0.00505099426081	41
regulation of lipid localization(GO:1905952)	20774, 1709, 143, 24	2.04	0.00589765603083	0.0244963723444	143
macrophage activation(GO:0042116)	20774, 156, 39, 2	6.829	0.1309854248	0.270612249152	39
natural killer cell mediated immunity(GO:0002228)	20774, 917, 19, 5	5.962	0.00585271401883	0.0243522016867	19
protein transport within plasma membrane(GO:0099632)	20774, 1922, 33, 2	0.655	0.898831398717	0.988724661234	33
regulation of intestinal absorption(GO:1904478)	20774, 1818, 12, 2	1.904	0.404462675827	0.586964127114	12
toll-like receptor signaling pathway(GO:0002224)	20774, 299, 47, 5	7.391	0.00372771561129	0.0168338944608	47
regulation of G2/M transition of mitotic cell cycle(GO:0010389)	20774, 4, 80, 1	64.919	0.0853541367318	0.194674504477	80
regulation of stem cell proliferation(GO:0072091)	20774, 731, 84, 9	3.045	0.0185189010483	0.0605304140584	84
neurotransmitter receptor transport, endosome to plasma membrane(GO:0099639)	20774, 0, 11, 0	0.0	1.0	1.0	11
endosome to plasma membrane protein transport(GO:0099638)	20774, 261, 14, 1	5.685	0.295671653059	0.477788401994	14
cellular iron ion homeostasis(GO:0006879)	20774, 578, 50, 4	2.875	0.186183576471	0.34683906927	50
protein sumoylation(GO:0016925)	20774, 1624, 21, 3	1.827	0.401363193473	0.583814045253	21
histone H4 deacetylation(GO:0070933)	20774, 1450, 12, 4	4.776	0.0247830938555	0.0754632672281	12
skeletal muscle cell differentiation(GO:0035914)	20774, 1327, 59, 7	1.857	0.271467844789	0.450867739427	59
cellular ion homeostasis(GO:0006873)	20774, 753, 609, 39	1.767	0.00641072424899	0.0261258967681	609
modification of postsynaptic structure(GO:0099010)	20774, 775, 15, 2	3.574	0.219596495849	0.391783853164	15
positive regulation of smooth muscle cell differentiation(GO:0051152)	20774, 1122, 14, 3	3.968	0.101097815806	0.220948394506	14
regulation of striated muscle cell differentiation(GO:0051153)	20774, 207, 121, 8	6.635	0.000332329281881	0.00227609695216	121
