# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Ensemble mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Differential expression file name: primary_vs_control_naive_deseq2.csv
# Genes for gene ontology: allgenes
# Column index of (GeneID, logFoldChange, FDR): 1,3,7
# Cutoffs of logFoldChange and FDR for DE genes: 1.0, 0.05
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Symbol	Coordinate	PeakNumber	RPscore	adjRPscore	logFoldChange	DE significance	Rank_by_rank_product
Gm19522	chr16:42884369-42912070	0	0.0	0.0	0.000	1.000E+00	9628
Gm14124	chr2:150257516-150270300	0	0.0	0.0	0.000	1.000E+00	9628
Ucn	chr5:31137988-31138895	0	0.0	0.0	0.000	1.000E+00	9628
Snrnp70	chr7:45376453-45395742	2	1.44	0.114	-0.612	3.067E-10	3236
Gm12602	chr4:89099866-89128226	0	0.0	0.0	0.000	1.000E+00	9628
1700100I10Rik	chr14:114940224-114945948	0	0.0	0.0	0.000	1.000E+00	9628
Rhox5	chrX:37754607-37808878	0	0.0	0.0	0.000	1.000E+00	9628
Rhox6	chrX:37827054-37829857	0	0.0	0.0	0.000	1.000E+00	9628
Rhox8	chrX:37874779-37878944	0	0.0	0.0	0.000	1.000E+00	9628
Rhox9	chrX:37899096-37901770	0	0.0	0.0	0.000	1.000E+00	9628
Rab5a	chr17:53479233-53507678	0	0.0	-0.315	1.097	8.364E-10	6379
Rab5c	chr11:100715002-100738215	2	1.239	0.398	0.000	1.000E+00	2243
Rab5b	chr10:128677182-128696268	1	0.948	0.303	0.000	1.000E+00	2944
G6pdx	chrX:74409482-74428880	0	0.0	0.0	-0.614	1.795E-02	8972
Nvl	chr1:181087137-181144204	3	1.367	0.069	-1.327	1.469E-11	3163
Gnptg	chr17:25234317-25240116	2	0.817	0.262	0.000	1.000E+00	4135
Pcdh20	chr14:88464746-88471396	0	0.0	0.0	0.000	1.000E+00	9628
Tmigd3	chr3:105870857-105908928	0	0.0	0.0	0.000	1.000E+00	9628
Tmigd1	chr11:76904544-76916586	0	0.0	0.0	0.000	1.000E+00	9628
Tprn	chr2:25262597-25269886	1	0.005	-0.002	2.919	1.175E-06	6615
Gm884	chr11:103534576-103614739	0	0.0	0.0	0.000	1.000E+00	9628
Fam227b	chr2:125983482-126152004	0	0.0	-0.376	0.000	1.000E+00	11235
Wnt16	chr6:22288226-22298522	0	0.0	0.0	0.000	1.000E+00	9628
G6pd2	chr5:61808842-61810477	0	0.0	0.0	0.000	1.000E+00	9628
Fam227a	chr15:79609575-79658956	1	0.97	0.311	0.000	1.000E+00	2813
Bcas1os2	chr2:170356360-170380435	2	0.001	0.0	0.000	1.000E+00	8737
9130015A21Rik	chr12:35672290-35695118	0	0.0	0.0	0.000	1.000E+00	9628
Kcnj3	chr2:55435969-55598145	0	0.0	0.0	0.000	1.000E+00	9628
C1ql1	chr11:102939263-102946461	0	0.0	0.0	0.000	1.000E+00	9628
Kcnj1	chr9:32372417-32399194	0	0.0	0.0	0.000	1.000E+00	9628
C1ql3	chr2:13001886-13010864	0	0.0	0.0	0.000	1.000E+00	9628
Zdhhc11	chr13:73963850-73992990	0	0.0	0.0	0.000	1.000E+00	9628
Piwil2	chr14:70372476-70436898	0	0.0	-0.004	0.000	1.000E+00	10531
Kcnj5	chr9:32314706-32344344	0	0.0	0.0	0.000	1.000E+00	9628
Zdhhc12	chr2:30090943-30093635	1	0.838	0.269	0.000	1.000E+00	3898
Kcnj9	chr1:172320507-172329322	0	0.0	0.0	0.000	1.000E+00	9628
Kcnj8	chr6:142564836-142571614	1	0.001	0.0	0.000	1.000E+00	8751
Zdhhc19	chr16:32496280-32507214	0	0.0	0.0	0.000	1.000E+00	9628
Zdhhc18	chr4:133606991-133633429	7	0.869	0.279	-0.239	4.252E-04	2751
Crem	chr18:3294165-3337589	1	0.483	-0.233	-2.042	2.800E-200	253
Kat6b	chr14:21499784-21672478	0	0.0	0.0	0.700	3.432E-04	7089
Kat6a	chr8:22859545-22943259	0	0.0	0.0	2.022	2.753E-44	1563
Bnipl	chr3:95241292-95251193	0	0.0	0.0	0.000	1.000E+00	9628
Ppp2r1a	chr17:20945453-20965905	1	0.585	-0.086	1.086	5.722E-15	4611
Ppp2r1b	chr9:50856923-50894229	0	0.0	0.0	1.029	8.638E-06	6070
Zfx	chrX:94074630-94123407	0	0.0	0.0	-1.941	3.023E-71	972
Zfr	chr15:12117850-12185449	0	0.0	0.0	1.528	4.364E-15	3606
Nccrp1	chr7:28543595-28547254	0	0.0	0.0	0.000	1.000E+00	9628
Cep89	chr7:35397062-35439830	2	1.536	0.493	5.091	1.710E-04	1039
Ldhal6b	chr17:5417322-5418767	0	0.0	0.0	0.000	1.000E+00	9628
Cep83	chr10:94688789-94790336	2	1.487	0.477	2.883	2.229E-07	917
Cep85	chr4:134129857-134187085	1	0.767	-0.093	0.000	1.000E+00	10833
Ube2e1	chr14:18282728-18331844	0	0.0	0.0	-1.624	2.420E-13	3905
Ube2e3	chr2:78869677-78920583	0	0.0	0.0	1.478	1.567E-05	6202
Ube2e2	chr14:18573565-18894267	0	0.0	0.0	-3.349	4.077E-02	9489
Tnks1bp1	chr2:85050459-85073048	1	0.0	0.0	3.569	1.016E-06	5669
Sprr2a1	chr3:92250646-92257304	0	0.0	0.0	0.000	1.000E+00	9628
Eya4	chr10:23102961-23349890	0	0.0	0.0	0.000	1.000E+00	9628
Sprr2a3	chr3:92285303-92289264	0	0.0	0.0	0.000	1.000E+00	9628
Sprr2a2	chr3:92250646-92257304	0	0.0	0.0	0.000	1.000E+00	9628
Eya1	chr1:14168957-14310199	0	0.0	0.0	0.000	1.000E+00	9628
Bnip1	chr17:26781078-26792521	0	0.0	0.0	2.040	2.507E-02	9174
Bnip2	chr9:69989465-70011659	0	0.0	0.0	2.465	1.513E-10	4453
Nrbf2	chr10:67266688-67285281	0	0.0	0.0	-0.767	4.688E-02	9588
4930503E14Rik	chr14:44163166-44171371	0	0.0	0.0	0.000	1.000E+00	9628
Scaf11	chr15:96411697-96460843	0	0.0	0.0	-2.022	1.566E-97	645
Gm19897	chr7:28774898-28781514	8	0.587	0.188	0.000	1.000E+00	5807
Clybl	chr14:122181693-122402234	0	0.0	0.0	0.000	1.000E+00	9628
Hibadh	chr6:52546229-52640300	0	0.0	-0.337	-2.448	8.985E-27	3400
Gm20556	chr15:84714628-84720266	0	0.0	0.0	0.000	1.000E+00	9628
Gm20554	chr13:72623465-72628564	0	0.0	0.0	0.000	1.000E+00	9628
A630077J23Rik	chr4:43751858-43759464	0	0.0	0.0	0.000	1.000E+00	9628
1700021N21Rik	chr4:134448764-134450171	0	0.0	0.0	0.000	1.000E+00	9628
Capn15	chr17:25958363-25965527	0	0.0	-0.0	0.000	1.000E+00	9797
Capn13	chr17:73306463-73399296	0	0.0	0.0	0.000	1.000E+00	9628
Capn12	chr7:28881655-28893585	1	0.0	0.0	0.000	1.000E+00	9363
Capn11	chr17:45630203-45659309	0	0.0	0.0	0.000	1.000E+00	9628
Capn10	chr1:92934407-92947948	1	0.686	-0.132	1.856	1.812E-02	10703
Postn	chr3:54361106-54391041	0	0.0	0.0	0.000	1.000E+00	9628
Fut4-ps1	chr17:56734227-56739292	0	0.0	0.0	0.000	1.000E+00	9628
Brinp3	chr1:146497686-146902472	0	0.0	0.0	0.000	1.000E+00	9628
Brinp2	chr1:158245268-158356260	0	0.0	0.0	0.000	1.000E+00	9628
Brinp1	chr4:68761371-68954397	0	0.0	0.0	0.000	1.000E+00	9628
Kif21b	chr1:136131389-136178001	2	0.036	0.011	2.151	9.121E-68	851
Tlk1	chr2:70712407-70825480	0	0.0	0.0	-1.315	4.600E-36	1896
Vsnl1	chr12:11325244-11436649	0	0.0	0.0	0.000	1.000E+00	9628
Tlk2	chr11:105181526-105283959	1	0.512	0.164	1.363	2.484E-10	2974
1810013A23Rik	chr17:28271707-28273163	0	0.0	0.0	0.000	1.000E+00	9628
Mre11a	chr9:14784653-14837126	1	0.72	-0.074	2.506	4.515E-07	6942
4933404K13Rik	chr10:43825906-43833301	0	0.0	0.0	0.000	1.000E+00	9628
Npas4	chr19:4984353-4989971	0	0.0	0.0	0.000	1.000E+00	9628
Npas3	chr12:53248676-54072175	0	0.0	0.0	0.000	1.000E+00	9628
Npas2	chr1:39194271-39363240	0	0.0	0.0	0.000	1.000E+00	9628
Npas1	chr7:16455720-16476780	0	0.0	0.0	-5.531	8.293E-04	7380
Vwa5b2	chr16:20589581-20598467	0	0.0	0.0	0.000	1.000E+00	9628
Vwa5b1	chr4:138568968-138623992	0	0.0	0.0	0.000	1.000E+00	9628
Osbpl6	chr2:76406507-76600647	0	0.0	0.0	0.000	1.000E+00	9628
1700080E11Rik	chr9:105143343-105145082	0	0.0	0.0	0.000	1.000E+00	9628
Osbpl7	chr11:97050819-97068904	0	0.0	0.0	2.130	2.962E-08	5159
Vrk1	chr12:106010262-106077426	0	0.0	-0.0	1.219	1.139E-03	8026
Vrk3	chr7:44748628-44777514	2	1.438	0.461	1.362	1.121E-05	1122
Vrk2	chr11:26471401-26593920	0	0.0	0.0	-1.228	3.972E-06	5906
1700012C14Rik	chr6:30460984-30463313	0	0.0	0.0	0.000	1.000E+00	9628
Tmem63a	chr1:180942517-180975104	0	0.0	0.0	1.126	4.910E-03	8210
Tmem63c	chr12:87026291-87091822	0	0.0	0.0	0.000	1.000E+00	9628
Tmem63b	chr17:45660176-45686218	0	0.0	0.0	0.000	1.000E+00	9628
Mpped1	chr15:83780022-83858474	0	0.0	0.0	0.000	1.000E+00	9628
Mpped2	chr2:106695600-106868360	0	0.0	0.0	0.000	1.000E+00	9628
Aida	chr1:183297059-183324501	1	0.778	0.139	0.992	1.382E-02	5875
Gm2176	chr18:80541891-80544546	0	0.0	0.0	0.000	1.000E+00	9628
Chrng	chr1:87205810-87211835	1	0.002	-0.001	0.000	1.000E+00	10323
Chrnd	chr1:87190596-87200070	1	0.002	0.0	0.000	1.000E+00	8487
Chrne	chr11:70614882-70619194	1	0.072	0.023	0.000	1.000E+00	7266
Gm29811	chr3:132842201-132878596	1	0.01	0.003	-5.088	1.382E-02	7252
Gm8884	chr9:48454343-48454727	0	0.0	0.0	0.000	1.000E+00	9628
Gm8882	chr6:132361104-132364134	0	0.0	0.0	0.000	1.000E+00	9628
Gm8883	chr1:71888111-71891204	0	0.0	0.0	0.000	1.000E+00	9628
Dmap1	chr4:117674685-117682225	1	0.898	0.288	0.000	1.000E+00	3242
Bcl6b	chr11:70224126-70229798	1	0.001	-0.001	0.000	1.000E+00	10347
Tbrg1	chr9:37649181-37657312	0	0.0	0.0	0.000	1.000E+00	9628
Tbrg3	chr15:82890482-82898461	0	0.0	0.0	0.000	1.000E+00	9628
Agr2	chr12:35992924-36004081	0	0.0	0.0	0.000	1.000E+00	9628
Agr3	chr12:35925620-35949730	0	0.0	0.0	0.000	1.000E+00	9628
Vmn1r158	chr7:22789858-22790782	0	0.0	0.0	0.000	1.000E+00	9628
Spn-ps	chr15:90891395-90898476	0	0.0	0.0	0.000	1.000E+00	9628
G630071F17Rik	chr18:60663409-60671624	0	0.0	0.0	0.000	1.000E+00	9628
Tnks2	chr19:36834231-36893477	0	0.0	0.0	0.927	2.275E-22	2720
Zfp804b	chr5:6769029-7344378	0	0.0	0.0	0.000	1.000E+00	9628
Zfp804a	chr2:82053657-82259878	0	0.0	0.0	0.000	1.000E+00	9628
Agrp	chr8:105566694-105568301	0	0.0	-0.064	0.000	1.000E+00	10774
Olfr91	chr17:37092933-37093872	0	0.0	0.0	0.000	1.000E+00	9628
Agrn	chr4:156165289-156197488	1	0.027	0.009	1.408	7.956E-05	5551
Gfm1	chr3:67430114-67475068	0	0.0	-0.271	0.000	1.000E+00	10990
Gfm2	chr13:97137936-97181196	0	0.0	-0.365	0.000	1.000E+00	11212
Dspp	chr5:104170702-104180127	0	0.0	0.0	0.000	1.000E+00	9628
Mars	chr10:127296220-127311786	3	1.632	0.238	0.000	1.000E+00	4845
Ear4	chr14:51203689-51204156	0	0.0	0.0	0.000	1.000E+00	9628
Ear6	chr14:51853767-51854642	0	0.0	0.0	0.000	1.000E+00	9628
Ear7	chr14:51853997-51854465	0	0.0	0.0	0.000	1.000E+00	9628
Ear1	chr14:43818764-43819639	0	0.0	0.0	0.000	1.000E+00	9628
Ear2	chr14:44102653-44103531	0	0.0	0.0	0.000	1.000E+00	9628
Ear3	chr14:44102886-44103357	0	0.0	0.0	0.000	1.000E+00	9628
Fam213a	chr14:40993734-41006920	2	0.018	0.006	0.000	1.000E+00	7739
Ric8b	chr10:84917612-85018337	0	0.0	-0.0	3.493	1.136E-07	5534
Ric8a	chr7:140857396-140863731	2	1.246	0.4	2.584	1.618E-18	724
Fam213b	chr4:154896429-154899043	0	0.0	0.0	0.000	1.000E+00	9628
Lrr1	chr12:69168813-69179012	2	0.001	-0.0	0.000	1.000E+00	10166
Mir692-1	chr17:6895228-6895337	0	0.0	0.0	0.000	1.000E+00	9628
Mir692-2	chr4:125504748-125504857	0	0.0	0.0	0.000	1.000E+00	9628
Mir692-3	chr4:125504748-125504857	0	0.0	0.0	0.000	1.000E+00	9628
Pabpc1	chr15:36595657-36608973	1	0.262	-0.197	-1.703	0.000E+00	35
Pabpc2	chr18:39773496-39776082	0	0.0	0.0	0.000	1.000E+00	9628
Pabpc4	chr4:123282910-123298925	0	0.0	-0.27	0.708	3.161E-03	10428
Pabpc5	chrX:119927195-119930165	0	0.0	0.0	0.000	1.000E+00	9628
Pabpc6	chr17:9666496-9669704	0	0.0	0.0	0.000	1.000E+00	9628
Dtd1	chr2:144599952-144768747	0	0.0	-0.338	0.000	1.000E+00	11137
Dtd2	chr12:51988305-52006507	1	0.076	0.024	0.000	1.000E+00	7243
Stk3	chr15:34875498-35155806	0	0.0	0.0	0.000	1.000E+00	9628
Stk4	chr2:164074137-164155524	1	0.32	0.103	1.896	2.259E-63	809
Cpsf6	chr10:117344666-117376973	0	0.0	-0.0	-1.071	1.289E-27	2438
Mir465d	chrX:66822655-66822713	0	0.0	0.0	0.000	1.000E+00	9628
5930403L14Rik	chr4:154630690-154636367	0	0.0	0.0	0.000	1.000E+00	9628
Gm436	chr4:144669936-144686368	0	0.0	0.0	0.000	1.000E+00	9628
Gm438	chr4:144777203-144786583	0	0.0	0.0	0.000	1.000E+00	9628
Serpinb9	chr13:33004540-33017955	3	1.457	0.468	5.952	8.256E-33	364
Serpinb8	chr1:107590005-107608978	0	0.0	0.0	0.000	1.000E+00	9628
Rae1	chr2:173000116-173015739	1	0.612	0.196	1.486	1.403E-04	4322
Serpinb2	chr1:107511422-107525600	0	0.0	0.0	0.000	1.000E+00	9628
Serpinb5	chr1:106861174-106883348	0	0.0	0.0	0.000	1.000E+00	9628
Serpinb7	chr1:107422688-107452689	0	0.0	0.0	0.000	1.000E+00	9628
Eng	chr2:32646594-32682669	0	0.0	0.0	0.000	1.000E+00	9628
Actrt1	chrX:46329006-46330345	0	0.0	0.0	0.000	1.000E+00	9628
Actrt2	chr4:154666427-154667867	0	0.0	0.0	0.000	1.000E+00	9628
Actrt3	chr3:30597072-30599870	0	0.0	0.0	0.000	1.000E+00	9628
Nptx2	chr5:144545886-144557478	0	0.0	0.0	0.000	1.000E+00	9628
Ube2d-ps	chr11:5762149-5784710	0	0.0	-0.37	0.000	1.000E+00	11226
1700022A21Rik	chr5:24645452-24648860	0	0.0	0.0	0.000	1.000E+00	9628
Kcnd3os	chr3:105448189-105452955	0	0.0	0.0	0.000	1.000E+00	9628
Bag2	chr1:33745483-33757750	0	0.0	0.0	-2.574	2.634E-02	9218
Bag3	chr7:128523582-128546979	0	0.0	0.0	1.575	2.054E-03	7795
Bag1	chr4:40936397-40948294	0	0.0	-0.335	0.761	8.199E-03	10825
Bag6	chr17:35135177-35147322	2	0.003	0.0	1.266	5.447E-23	2461
Bag4	chr8:25764538-25785209	0	0.0	0.0	-1.902	1.325E-19	2993
Bag5	chr12:111709489-111713256	0	0.0	-0.002	-2.327	4.355E-12	4821
Gsap	chr5:21186266-21259766	1	0.737	0.236	5.195	5.693E-09	2586
Rasl2-9	chr7:5124941-5125950	0	0.0	0.0	0.000	1.000E+00	9628
Lztr1	chr16:17509211-17526333	0	0.0	0.0	1.685	1.124E-04	6712
Ccnl1	chr3:65946150-65958249	1	0.395	-0.215	-1.436	5.587E-101	824
Ccnl2	chr4:155812488-155824543	2	0.89	0.284	3.046	6.525E-55	462
Nusap1	chr2:119618297-119650160	1	0.611	0.196	6.465	4.091E-07	3477
Nptxr	chr15:79786350-79804709	0	0.0	0.0	0.000	1.000E+00	9628
Rps26	chr10:128624528-128626506	0	0.0	-0.014	-1.182	1.211E-18	3790
Rps27	chr3:90212666-90213648	1	0.813	0.258	-0.950	1.525E-25	1110
Elane	chr10:79886311-79888216	0	0.0	0.0	0.000	1.000E+00	9628
Rps25	chr9:44407713-44410406	2	0.965	0.309	0.000	1.000E+00	2848
Rps23	chr13:90923121-90924732	1	0.642	0.206	-0.419	9.068E-06	3745
Rps20	chr4:3831583-3835655	0	0.0	-0.367	-2.178	7.303E-90	1038
Rps21	chr2:180257378-180258444	0	0.0	0.0	0.000	1.000E+00	9628
Rps28	chr17:33823035-33824562	1	0.8	0.253	-0.901	2.134E-07	2581
Rps29	chr12:69157721-69159186	1	0.692	0.221	-1.240	9.871E-18	1821
Esd	chr14:74732296-74750765	0	0.0	0.0	0.979	1.282E-03	7581
Mir6409	chr10:76008925-76009017	0	0.0	0.0	0.000	1.000E+00	9628
Mir6408	chr10:60923022-60923113	0	0.0	0.0	0.000	1.000E+00	9628
Mir6401	chr7:139779017-139779126	0	0.0	0.0	0.000	1.000E+00	9628
Mir6400	chr4:15942899-15942991	0	0.0	0.0	0.000	1.000E+00	9628
Mir6403	chr4:134567722-134567851	0	0.0	0.0	0.000	1.000E+00	9628
Mir6402	chr4:91373283-91373363	0	0.0	0.0	0.000	1.000E+00	9628
Mir6405	chr19:44808405-44808529	0	0.0	0.0	0.000	1.000E+00	9628
Mir6404	chr7:143933114-143933208	0	0.0	0.0	0.000	1.000E+00	9628
Mir6407	chr19:53010655-53010756	0	0.0	0.0	0.000	1.000E+00	9628
Mir6406	chr11:68220891-68221011	0	0.0	0.0	0.000	1.000E+00	9628
Cd300ld4	chr11:115020688-115026933	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1230	chr2:89296350-89297268	0	0.0	0.0	0.000	1.000E+00	9628
Fmnl2	chr2:52857867-53134202	0	0.0	0.0	0.000	1.000E+00	9628
Fmnl3	chr15:99317211-99370482	0	0.0	-0.0	1.390	6.492E-09	5461
Fmnl1	chr11:103171137-103198900	3	0.276	0.088	3.206	2.988E-109	406
Olfr1510	chr14:52409888-52410927	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1511	chr14:52389814-52390771	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1512	chr14:52372109-52373051	0	0.0	0.0	0.000	1.000E+00	9628
Oxtr	chr6:112473682-112489825	0	0.0	0.0	0.000	1.000E+00	9628
Rnmt	chr18:68300354-68324852	0	0.0	-0.288	1.818	3.654E-06	8260
Lsm14b	chr2:180024986-180035461	0	0.0	0.0	1.513	3.400E-04	7086
Lsm14a	chr7:34344143-34389705	0	0.0	0.0	-1.599	7.274E-52	1350
Becn2	chr1:175920328-175922225	0	0.0	0.0	0.000	1.000E+00	9628
Fancg	chr4:43002336-43010301	0	0.0	-0.0	0.000	1.000E+00	10188
Cflar	chr1:58713285-58758882	7	1.694	0.544	3.010	1.006E-40	158
Fance	chr17:28313529-28326574	0	0.0	0.0	1.788	1.264E-02	8746
Fancc	chr13:63311536-63431745	1	0.544	-0.137	-2.169	4.740E-34	2562
Fancb	chrX:164980591-164997272	0	0.0	0.0	0.000	1.000E+00	9628
Fanca	chr8:123268243-123318576	1	0.862	0.277	0.000	1.000E+00	3607
Pvalb	chr15:78191111-78206400	0	0.0	0.0	0.000	1.000E+00	9628
Grm5	chr7:87584167-88135063	0	0.0	0.0	0.000	1.000E+00	9628
Grm6	chr11:50850684-50866208	0	0.0	0.0	0.000	1.000E+00	9628
Fancl	chr11:26387083-26471883	0	0.0	-0.328	1.337	3.829E-02	11053
Grm1	chr10:10686058-11082331	0	0.0	0.0	0.000	1.000E+00	9628
Fanci	chr7:79392337-79450264	0	0.0	0.0	-2.366	8.196E-11	4393
Grm3	chr5:9485235-9725352	0	0.0	0.0	0.000	1.000E+00	9628
Fam149b	chr14:20348161-20383491	1	0.577	-0.196	1.877	4.402E-03	10417
H2-M9	chr17:36640424-36642644	0	0.0	0.0	0.000	1.000E+00	9628
Fam149a	chr8:45336714-45382291	0	0.0	0.0	0.000	1.000E+00	9628
H2-M1	chr17:36670007-36672197	0	0.0	0.0	0.000	1.000E+00	9628
H2-M3	chr17:37270233-37274485	2	1.195	0.384	3.116	1.516E-07	1353
H2-M2	chr17:37480850-37483554	0	0.0	0.0	0.000	1.000E+00	9628
H2-M5	chr17:36986854-36989504	0	0.0	0.0	0.000	1.000E+00	9628
Gm14725	chrX:70545557-70546385	0	0.0	0.0	0.000	1.000E+00	9628
Cdpf1	chr15:85806971-85811697	0	0.0	0.0	0.000	1.000E+00	9628
Ptprn2	chr12:116485719-117278167	0	0.0	0.0	0.000	1.000E+00	9628
Gm15093	chrX:149455176-149487784	0	0.0	0.0	0.000	1.000E+00	9628
Gm15091	chrX:149941654-149984982	0	0.0	0.0	0.000	1.000E+00	9628
Arap3	chr18:37972622-37998969	0	0.0	0.0	-3.950	3.978E-02	9468
Gm15097	chrX:149784503-149826694	0	0.0	0.0	0.000	1.000E+00	9628
A630076J17Rik	chr3:107230613-107234031	0	0.0	0.0	0.000	1.000E+00	9628
4933406D12Rik	chr2:146542930-146546108	0	0.0	0.0	0.000	1.000E+00	9628
Inca1	chr11:70688360-70700155	0	0.0	0.0	0.000	1.000E+00	9628
Osgepl1	chr1:53313623-53326342	0	0.0	0.0	0.000	1.000E+00	9628
Syne1	chr10:5020195-5194707	1	0.851	0.273	0.000	1.000E+00	3738
Syne2	chr12:75818317-76110928	0	0.0	0.0	1.577	3.604E-10	4576
Plxna2	chr1:194619828-194816868	0	0.0	0.0	0.000	1.000E+00	9628
Dapl1	chr2:59484652-59505020	0	0.0	0.0	0.000	1.000E+00	9628
Foxl2os	chr9:98949154-98955310	0	0.0	0.0	0.000	1.000E+00	9628
Ell3	chr2:121439026-121442601	1	0.008	0.003	0.000	1.000E+00	7981
Ell2	chr13:75707483-75772358	2	1.567	0.503	5.334	7.765E-41	242
Rasgrp1	chr2:117279983-117342877	2	0.516	0.166	-1.066	3.600E-26	1589
Gm12371	chr4:36952965-36988023	0	0.0	0.0	0.000	1.000E+00	9628
Gm12374	chr4:37249402-37332515	0	0.0	0.0	0.000	1.000E+00	9628
Npff	chr15:102523838-102524621	0	0.0	-0.0	0.000	1.000E+00	9796
Mvp	chr7:126986859-127014594	2	0.251	0.081	-0.444	1.617E-02	6296
Ccdc89	chr7:90426311-90428664	0	0.0	0.0	0.000	1.000E+00	9628
Stkld1	chr2:26934068-26953496	0	0.0	0.0	0.000	1.000E+00	9628
Ccdc83	chr7:90235760-90265432	0	0.0	0.0	0.000	1.000E+00	9628
Ccdc82	chr9:13246955-13292353	0	0.0	0.0	2.165	4.548E-12	4147
Ccdc81	chr7:89866147-89903629	0	0.0	0.0	0.000	1.000E+00	9628
Ccdc80	chr16:45094010-45127924	0	0.0	0.0	0.000	1.000E+00	9628
Ccdc87	chr19:4839365-4842528	0	0.0	0.0	0.000	1.000E+00	9628
Ccdc86	chr19:10941480-10949266	1	0.762	0.243	-1.630	6.056E-05	3382
Ccdc84	chr9:44410163-44418069	1	0.001	0.0	-3.118	1.726E-25	2403
Mvd	chr8:122433595-122443422	2	0.001	0.0	0.000	1.000E+00	8686
Psmc1	chr12:100112330-100123364	1	0.298	0.096	1.253	3.146E-04	5218
Psmc2	chr5:21785282-21803784	1	0.355	-0.023	1.233	7.354E-05	8376
Psmc3	chr2:91054015-91059438	0	0.0	0.0	1.089	3.950E-05	6433
Psmc4	chr7:28041701-28050092	0	0.0	0.0	0.000	1.000E+00	9628
Psmc5	chr11:106256184-106263112	1	0.648	0.208	1.445	1.848E-03	4675
Psmc6	chr14:45329823-45349071	0	0.0	-0.037	0.961	7.343E-04	9575
Zfp788	chr7:41634789-41650881	0	0.0	0.0	4.683	3.185E-04	7049
Zfp781	chr10:81901910-81930480	0	0.0	0.0	0.000	1.000E+00	9628
Zfp783	chr6:47943174-47954549	0	0.0	0.0	0.000	1.000E+00	9628
Zfp784	chr7:5034445-5038446	0	0.0	0.0	-2.556	5.375E-05	6511
Hsp90b1	chr10:86690840-86705444	2	1.185	0.38	0.000	1.000E+00	2353
Zfp786	chr6:47819265-47830505	0	0.0	-0.012	0.000	1.000E+00	10651
Agtpbp1	chr13:59493403-59557347	0	0.0	0.0	-0.966	4.133E-06	5919
Canx	chr11:50293956-50325673	1	0.636	-0.121	-1.141	4.397E-40	2250
Ttc9b	chr7:27653923-27656207	0	0.0	0.0	0.000	1.000E+00	9628
Casp7	chr19:56397128-56442343	2	1.569	0.504	3.168	8.068E-07	756
Atp5a1	chr18:77773767-77782868	1	0.719	0.222	1.138	5.625E-27	1338
Crnde	chr8:92326030-92356120	0	0.0	0.0	0.000	1.000E+00	9628
Olfr1448	chr19:12919362-12920307	0	0.0	0.0	0.000	1.000E+00	9628
Zfp433	chr10:81704824-81721976	0	0.0	0.0	0.000	1.000E+00	9628
6030468B19Rik	chr11:117797659-117807308	1	0.0	0.0	0.000	1.000E+00	9169
Cript	chr17:87025560-87035808	0	0.0	-0.261	1.221	7.346E-04	10064
Gm13023	chr4:143789333-143795585	0	0.0	0.0	0.000	1.000E+00	9628
Zfp438	chr18:5210030-5334439	0	0.0	-0.362	-3.182	5.909E-07	8252
Mfsd4a	chr1:132036782-132068062	0	0.0	0.0	-10.819	4.071E-19	3031
Sel1l	chr12:91806042-91849157	0	0.0	0.0	-0.961	2.363E-13	3900
Chrnb1	chr11:69784035-69795937	0	0.0	0.0	-3.813	3.428E-05	6392
Chrnb3	chr8:27368710-27399730	0	0.0	0.0	0.000	1.000E+00	9628
Chrnb2	chr3:89753447-89764632	1	0.001	-0.0	-8.681	1.675E-12	4504
Chrnb4	chr9:55028155-55048544	0	0.0	0.0	0.000	1.000E+00	9628
1700052K11Rik	chr11:105179020-105181433	1	0.48	0.154	0.000	1.000E+00	6184
Iba57	chr11:59161118-59163745	0	0.0	-0.326	-1.267	5.352E-07	7893
Ago4	chr4:126489542-126533458	0	0.0	0.0	3.413	2.601E-02	9205
Lars2	chr9:123366926-123462675	0	0.0	0.0	-3.249	1.258E-46	1485
Ago1	chr4:126435012-126468583	0	0.0	0.0	-1.108	1.915E-07	5428
Ago3	chr4:126340677-126429542	0	0.0	-0.309	-1.054	1.294E-15	4826
Ago2	chr15:73101624-73184947	2	0.695	0.223	-0.938	3.182E-87	420
Crispld2	chr8:119992437-120052794	0	0.0	0.0	0.000	1.000E+00	9628
Crispld1	chr1:17727416-17766207	0	0.0	0.0	0.000	1.000E+00	9628
Hspb7	chr4:141420778-141425310	1	0.035	0.011	0.000	1.000E+00	7521
Rgs14	chr13:55369731-55384687	1	0.006	-0.0	3.177	1.128E-09	5183
Rmc1	chr18:12168729-12189969	0	0.0	0.0	2.095	1.653E-09	4774
Casp8	chr1:58795373-58847503	1	0.704	0.226	1.576	6.957E-12	2321
9130401M01Rik	chr15:58022270-58034294	1	0.798	0.256	0.000	1.000E+00	4356
